id,issn,title,author,version,publish_date,link
1492,69826728,xxx improves yyy,金紫夏,8,2002-04-25,www.xxxxx.com
1493,72440573,xxx improves yyy,金紫夏,4,2003-11-13,www.xxxxx.com
1494,58167862,xxx has facilitated yyy,金紫夏,23,1999-04-04,www.xxxxx.com
1495,69826728,xxxxx 浅析,金紫夏,24,1993-12-07,www.xxxxx.com
1496,58167862,xxx improves yyy,金紫夏,7,1996-07-04,www.xxxxx.com
1497,72440573,xxxxx 浅析,金紫夏,24,2010-04-12,www.xxxxx.com
1498,96546119,xxxxx 浅析,金紫夏,3,1995-03-14,www.xxxxx.com
1499,69826728,xxxxx 浅析,金紫夏,3,2019-06-16,www.xxxxx.com
1500,96546119,xxx has facilitated yyy,金紫夏,5,2014-02-13,www.xxxxx.com
1501,72440573,论 xxxx,金紫夏,7,2018-10-09,www.xxxxx.com
1502,58167862,论 xxxxx 在 xxxxx 中的应用,金紫夏,16,2017-06-22,www.xxxxx.com
1503,69826728,xxx 在 zzz 时促进了 yyy,金紫夏,14,2004-02-16,www.xxxxx.com
1504,69826728,xxxxx 小议,金紫夏,14,2019-09-09,www.xxxxx.com
1505,10603819,xxxxx 小议,金紫夏,10,2001-06-04,www.xxxxx.com
1506,10603819,xxxxx 浅析,金紫夏,18,2012-09-18,www.xxxxx.com
1507,96546119,论 xxxxx 在 xxxxx 中的应用,金紫夏,8,2018-11-13,www.xxxxx.com
1508,02571559,xxxx 对 yyy 有重大影响,金紫夏,5,2017-12-09,www.xxxxx.com
1509,10603819,xxxxx 浅析,金紫夏,6,2006-01-06,www.xxxxx.com
1510,10603819,论 xxxx,金紫夏,22,2022-07-04,www.xxxxx.com
1511,58167862,xxxx 对 yyy 有重大影响,金紫夏,18,2007-04-27,www.xxxxx.com
1512,96546119,xxxxx 浅析,金紫夏,9,2007-09-03,www.xxxxx.com
1513,02571559,xxxxx 刍议,金紫夏,8,2000-09-24,www.xxxxx.com
1514,02571559,xxxxx 浅析,金紫夏,11,2012-07-12,www.xxxxx.com
1515,69826728,论 xxxxx 在 xxxxx 中的应用,金紫夏,7,2004-03-12,www.xxxxx.com
1516,96546119,xxx improves yyy,金紫夏,14,2015-12-04,www.xxxxx.com
1517,58167862,xxx 在 zzz 时促进了 yyy,金紫夏,9,2005-08-09,www.xxxxx.com
1518,96546119,xxx has facilitated yyy,金紫夏,17,1999-06-07,www.xxxxx.com
1519,02571559,xxx 在 zzz 时促进了 yyy,金紫夏,15,2012-01-28,www.xxxxx.com
1520,96546119,xxxxx 小议,李莉娉,2,2013-06-04,www.xxxxx.com
1521,58167862,xxx has facilitated yyy,李莉娉,16,2012-03-09,www.xxxxx.com
1522,02571559,xxxxx 浅析,李莉娉,3,1992-03-03,www.xxxxx.com
1523,10603819,xxxxx 小议,李莉娉,3,1991-03-20,www.xxxxx.com
1524,10603819,xxxxx 浅析,李莉娉,5,2002-03-13,www.xxxxx.com
1525,96546119,xxx 在 zzz 时促进了 yyy,李莉娉,13,1994-12-19,www.xxxxx.com
1526,72440573,论 xxxxx 在 xxxxx 中的应用,李莉娉,10,2008-08-19,www.xxxxx.com
1527,72440573,xxx has facilitated yyy,李莉娉,13,2009-11-27,www.xxxxx.com
1528,02571559,xxx 在 zzz 时促进了 yyy,李莉娉,13,1996-05-07,www.xxxxx.com
1529,69826728,xxx improves yyy,李莉娉,11,2004-10-06,www.xxxxx.com
1530,69826728,xxxxx 刍议,李莉娉,20,1996-02-12,www.xxxxx.com
1531,58167862,xxxxx 刍议,李莉娉,21,2005-05-17,www.xxxxx.com
1532,10603819,xxxxx 浅析,李莉娉,21,2009-12-23,www.xxxxx.com
1533,10603819,xxxx 对 yyy 有重大影响,李莉娉,23,2001-04-11,www.xxxxx.com
1534,69826728,xxxxx 刍议,李莉娉,11,2011-08-16,www.xxxxx.com
1535,69826728,论 xxxxx 在 xxxxx 中的应用,李莉娉,20,1997-07-10,www.xxxxx.com
1536,72440573,xxx 在 zzz 时促进了 yyy,李莉娉,23,2016-08-24,www.xxxxx.com
1537,69826728,xxx improves yyy,李莉娉,3,2022-02-25,www.xxxxx.com
1538,58167862,xxxxx 小议,李莉娉,17,2017-08-01,www.xxxxx.com
1539,69826728,xxxxx 浅析,李莉娉,8,1997-08-17,www.xxxxx.com
1540,96546119,xxxxx 刍议,李莉娉,3,2006-03-27,www.xxxxx.com
1541,02571559,xxx 在 zzz 时促进了 yyy,李莉娉,20,2017-06-25,www.xxxxx.com
1542,96546119,论 xxxx,李莉娉,13,2000-11-11,www.xxxxx.com
1543,58167862,xxxxx 浅析,李莉娉,7,2003-11-02,www.xxxxx.com
1544,69826728,xxxxx 刍议,李莉娉,15,2003-08-16,www.xxxxx.com
1545,72440573,xxx 在 zzz 时促进了 yyy,李莉娉,11,1997-04-11,www.xxxxx.com
1546,96546119,论 xxxxx 在 xxxxx 中的应用,李莉娉,7,2023-03-06,www.xxxxx.com
1547,02571559,xxx improves yyy,李莉娉,1,1992-02-12,www.xxxxx.com
1548,72440573,xxxxx 浅析,李莉娉,9,2016-06-24,www.xxxxx.com
1549,96546119,论 xxxx,李莉娉,20,2016-12-17,www.xxxxx.com
1550,10603819,xxx has facilitated yyy,李莉娉,12,2000-03-21,www.xxxxx.com
1551,96546119,xxxx 对 yyy 有重大影响,李莉娉,17,2003-01-12,www.xxxxx.com
1552,72440573,xxx improves yyy,李莉娉,16,2015-05-03,www.xxxxx.com
1553,72440573,论 xxxx,李莉娉,23,2002-05-05,www.xxxxx.com
1554,10603819,xxx 在 zzz 时促进了 yyy,李莉娉,21,1992-09-26,www.xxxxx.com
1555,96546119,xxxxx 浅析,李莉娉,4,1993-07-06,www.xxxxx.com
1556,10603819,xxxxx 浅析,李莉娉,10,2012-02-06,www.xxxxx.com
1557,10603819,xxxxx 刍议,李莉娉,13,2020-08-21,www.xxxxx.com
1558,96546119,论 xxxx,李莉娉,9,2023-09-14,www.xxxxx.com
1559,10603819,xxxxx 小议,李莉娉,23,1996-02-27,www.xxxxx.com
1560,96546119,xxx 在 zzz 时促进了 yyy,金清润,17,2014-12-01,www.xxxxx.com
1561,69826728,论 xxxxx 在 xxxxx 中的应用,金清润,17,2021-08-16,www.xxxxx.com
1562,69826728,xxxxx 小议,金清润,15,1992-07-01,www.xxxxx.com
1563,96546119,xxx improves yyy,金清润,2,1998-02-01,www.xxxxx.com
1564,10603819,xxxxx 小议,金清润,12,2019-09-02,www.xxxxx.com
1565,10603819,xxx has facilitated yyy,金清润,13,2008-07-17,www.xxxxx.com
1566,96546119,论 xxxx,金清润,10,2002-07-04,www.xxxxx.com
1567,02571559,xxx 在 zzz 时促进了 yyy,金清润,7,2010-04-13,www.xxxxx.com
1568,96546119,xxxx 对 yyy 有重大影响,金清润,20,2002-11-13,www.xxxxx.com
1569,69826728,xxxx 对 yyy 有重大影响,金清润,9,2000-12-08,www.xxxxx.com
1570,96546119,xxxxx 小议,金清润,4,1991-07-19,www.xxxxx.com
1571,96546119,xxx has facilitated yyy,金清润,15,1992-05-02,www.xxxxx.com
1572,69826728,xxx improves yyy,金清润,13,2002-08-04,www.xxxxx.com
1573,72440573,xxx has facilitated yyy,金清润,17,2000-02-28,www.xxxxx.com
1574,10603819,xxxxx 浅析,金清润,7,2019-06-27,www.xxxxx.com
1575,58167862,xxxxx 小议,金清润,18,2014-01-16,www.xxxxx.com
1576,69826728,xxx improves yyy,金清润,2,2004-12-13,www.xxxxx.com
1577,72440573,xxxxx 刍议,金清润,7,2014-02-19,www.xxxxx.com
1578,72440573,论 xxxx,金清润,5,1991-10-19,www.xxxxx.com
1579,02571559,xxxx 对 yyy 有重大影响,金清润,14,1998-03-27,www.xxxxx.com
1580,10603819,xxx improves yyy,金清润,19,1999-09-25,www.xxxxx.com
1581,58167862,xxxxx 浅析,金清润,22,2013-02-09,www.xxxxx.com
1582,72440573,xxx improves yyy,金清润,11,1996-07-12,www.xxxxx.com
1583,69826728,xxxxx 小议,金清润,20,2010-03-14,www.xxxxx.com
1584,72440573,论 xxxx,金清润,5,2016-07-07,www.xxxxx.com
1585,02571559,xxxx 对 yyy 有重大影响,金清润,24,2018-08-02,www.xxxxx.com
1586,02571559,xxx has facilitated yyy,金清润,1,2014-01-17,www.xxxxx.com
1587,96546119,xxx has facilitated yyy,金清润,13,2009-03-17,www.xxxxx.com
1588,10603819,xxxxx 浅析,金清润,8,2020-09-16,www.xxxxx.com
1589,69826728,xxxxx 浅析,金清润,24,1992-12-28,www.xxxxx.com
1590,69826728,xxx 在 zzz 时促进了 yyy,金清润,21,2023-02-24,www.xxxxx.com
1591,58167862,xxx has facilitated yyy,金清润,3,1997-06-25,www.xxxxx.com
1592,02571559,xxx has facilitated yyy,金清润,24,2019-05-15,www.xxxxx.com
1593,96546119,xxx has facilitated yyy,金清润,12,2016-11-24,www.xxxxx.com
1594,58167862,xxx 在 zzz 时促进了 yyy,金清润,23,2001-11-04,www.xxxxx.com
1595,02571559,xxxxx 刍议,金清润,14,2011-06-07,www.xxxxx.com
1596,58167862,xxxx 对 yyy 有重大影响,金清润,5,2008-01-04,www.xxxxx.com
1597,72440573,论 xxxxx 在 xxxxx 中的应用,金清润,18,1995-04-03,www.xxxxx.com
1598,58167862,论 xxxx,金清润,23,1999-08-04,www.xxxxx.com
1599,69826728,xxxxx 刍议,金清润,10,1997-03-16,www.xxxxx.com
1600,02571559,xxx 在 zzz 时促进了 yyy,叶雨莹,22,2010-07-24,www.xxxxx.com
1601,58167862,xxxxx 小议,叶雨莹,12,2005-12-12,www.xxxxx.com
1602,96546119,xxx 在 zzz 时促进了 yyy,叶雨莹,20,2006-04-18,www.xxxxx.com
1603,69826728,xxxx 对 yyy 有重大影响,叶雨莹,9,2004-05-02,www.xxxxx.com
1604,58167862,xxx 在 zzz 时促进了 yyy,叶雨莹,21,2013-02-18,www.xxxxx.com
1605,58167862,xxx improves yyy,叶雨莹,22,2004-07-17,www.xxxxx.com
1606,02571559,xxxxx 浅析,叶雨莹,17,2016-05-28,www.xxxxx.com
1607,72440573,论 xxxxx 在 xxxxx 中的应用,叶雨莹,2,1997-07-26,www.xxxxx.com
1608,02571559,xxx improves yyy,叶雨莹,10,2002-11-26,www.xxxxx.com
1609,02571559,xxxx 对 yyy 有重大影响,叶雨莹,24,2009-06-27,www.xxxxx.com
1610,10603819,xxx improves yyy,叶雨莹,5,2015-03-04,www.xxxxx.com
1611,02571559,xxx 在 zzz 时促进了 yyy,叶雨莹,10,1998-12-01,www.xxxxx.com
1612,69826728,xxx has facilitated yyy,叶雨莹,7,2012-11-20,www.xxxxx.com
1613,02571559,xxxxx 浅析,叶雨莹,7,2008-11-23,www.xxxxx.com
1614,02571559,xxxx 对 yyy 有重大影响,叶雨莹,11,2001-05-23,www.xxxxx.com
1615,02571559,xxxxx 小议,叶雨莹,7,2002-09-14,www.xxxxx.com
1616,69826728,论 xxxx,叶雨莹,1,1998-01-05,www.xxxxx.com
1617,69826728,xxxx 对 yyy 有重大影响,叶雨莹,16,2023-04-02,www.xxxxx.com
1618,96546119,xxx improves yyy,叶雨莹,19,2021-02-25,www.xxxxx.com
1619,02571559,xxxxx 浅析,叶雨莹,12,2014-03-11,www.xxxxx.com
1620,58167862,xxx 在 zzz 时促进了 yyy,叶雨莹,1,1994-08-28,www.xxxxx.com
1621,58167862,xxx has facilitated yyy,叶雨莹,9,2020-12-26,www.xxxxx.com
1622,72440573,论 xxxx,叶雨莹,21,1993-06-03,www.xxxxx.com
1623,72440573,xxxxx 刍议,叶雨莹,11,1990-01-17,www.xxxxx.com
1624,96546119,xxx 在 zzz 时促进了 yyy,叶雨莹,18,2016-03-04,www.xxxxx.com
1625,96546119,xxxxx 浅析,叶雨莹,11,2023-08-25,www.xxxxx.com
1626,58167862,xxxx 对 yyy 有重大影响,叶雨莹,21,2002-02-21,www.xxxxx.com
1627,69826728,xxxxx 小议,叶雨莹,8,2002-11-13,www.xxxxx.com
1628,96546119,xxxx 对 yyy 有重大影响,叶雨莹,14,2021-12-13,www.xxxxx.com
1629,58167862,xxx 在 zzz 时促进了 yyy,叶雨莹,24,2021-11-26,www.xxxxx.com
1630,72440573,论 xxxx,叶雨莹,22,1999-08-20,www.xxxxx.com
1631,69826728,xxxxx 刍议,叶雨莹,10,1999-06-20,www.xxxxx.com
1632,58167862,xxxx 对 yyy 有重大影响,叶雨莹,1,1999-01-14,www.xxxxx.com
1633,02571559,xxx improves yyy,叶雨莹,6,2021-08-14,www.xxxxx.com
1634,02571559,xxx 在 zzz 时促进了 yyy,叶雨莹,20,2019-07-14,www.xxxxx.com
1635,02571559,xxxxx 刍议,叶雨莹,19,2006-02-05,www.xxxxx.com
1636,96546119,xxxxx 刍议,叶雨莹,14,2002-08-10,www.xxxxx.com
1637,02571559,xxx improves yyy,叶雨莹,24,1992-02-15,www.xxxxx.com
1638,96546119,xxxxx 刍议,叶雨莹,16,1996-08-23,www.xxxxx.com
1639,69826728,xxxx 对 yyy 有重大影响,叶雨莹,10,2003-02-25,www.xxxxx.com
1640,72440573,论 xxxxx 在 xxxxx 中的应用,何文心,20,2016-03-18,www.xxxxx.com
1641,58167862,论 xxxxx 在 xxxxx 中的应用,何文心,2,2020-03-06,www.xxxxx.com
1642,58167862,论 xxxx,何文心,11,2019-08-09,www.xxxxx.com
1643,69826728,xxx 在 zzz 时促进了 yyy,何文心,16,1997-11-14,www.xxxxx.com
1644,96546119,xxx has facilitated yyy,何文心,13,2022-02-28,www.xxxxx.com
1645,10603819,论 xxxxx 在 xxxxx 中的应用,何文心,19,2014-04-05,www.xxxxx.com
1646,02571559,xxx 在 zzz 时促进了 yyy,何文心,24,2022-01-09,www.xxxxx.com
1647,58167862,xxxxx 浅析,何文心,12,1991-04-25,www.xxxxx.com
1648,69826728,论 xxxx,何文心,19,2009-06-22,www.xxxxx.com
1649,10603819,论 xxxx,何文心,13,2010-08-21,www.xxxxx.com
1650,72440573,论 xxxxx 在 xxxxx 中的应用,何文心,10,2022-01-08,www.xxxxx.com
1651,96546119,xxx has facilitated yyy,何文心,24,2013-07-17,www.xxxxx.com
1652,02571559,xxxxx 刍议,何文心,3,2023-08-09,www.xxxxx.com
1653,96546119,xxxxx 浅析,何文心,5,2003-02-14,www.xxxxx.com
1654,69826728,xxxxx 刍议,何文心,13,2014-07-22,www.xxxxx.com
1655,02571559,xxxxx 刍议,何文心,9,2022-09-06,www.xxxxx.com
1656,02571559,xxx improves yyy,何文心,14,1998-03-07,www.xxxxx.com
1657,02571559,xxxx 对 yyy 有重大影响,何文心,2,2017-09-11,www.xxxxx.com
1658,02571559,xxxxx 小议,何文心,5,1994-05-05,www.xxxxx.com
1659,10603819,论 xxxxx 在 xxxxx 中的应用,何文心,19,1996-05-13,www.xxxxx.com
1660,10603819,xxx improves yyy,何文心,10,2023-10-22,www.xxxxx.com
1661,10603819,xxx 在 zzz 时促进了 yyy,何文心,2,1996-09-02,www.xxxxx.com
1662,02571559,xxxxx 刍议,何文心,8,2016-01-10,www.xxxxx.com
1663,10603819,xxxxx 浅析,何文心,15,2005-06-23,www.xxxxx.com
1664,02571559,xxx has facilitated yyy,何文心,10,2015-08-11,www.xxxxx.com
1665,58167862,xxxxx 浅析,何文心,9,1994-01-18,www.xxxxx.com
1666,10603819,xxxxx 小议,何文心,3,1995-01-28,www.xxxxx.com
1667,02571559,xxx has facilitated yyy,何文心,15,2017-10-04,www.xxxxx.com
1668,69826728,xxxx 对 yyy 有重大影响,何文心,5,2011-12-11,www.xxxxx.com
1669,72440573,xxxxx 浅析,何文心,24,2013-10-23,www.xxxxx.com
1670,10603819,xxx 在 zzz 时促进了 yyy,何文心,8,2020-04-08,www.xxxxx.com
1671,58167862,xxx improves yyy,何文心,5,1990-06-12,www.xxxxx.com
1672,96546119,xxx 在 zzz 时促进了 yyy,何文心,24,2020-02-22,www.xxxxx.com
1673,96546119,xxx improves yyy,何文心,17,2001-12-03,www.xxxxx.com
1674,58167862,xxxxx 刍议,何文心,5,2020-09-14,www.xxxxx.com
1675,96546119,论 xxxx,何文心,22,2013-06-08,www.xxxxx.com
1676,02571559,xxx improves yyy,何文心,10,2019-09-01,www.xxxxx.com
1677,72440573,xxxxx 刍议,何文心,19,1998-06-27,www.xxxxx.com
1678,58167862,xxxxx 刍议,何文心,3,1999-12-03,www.xxxxx.com
1679,69826728,xxxxx 刍议,何文心,13,2013-02-17,www.xxxxx.com
1680,96546119,论 xxxxx 在 xxxxx 中的应用,崔天荷,14,1995-08-03,www.xxxxx.com
1681,96546119,论 xxxxx 在 xxxxx 中的应用,崔天荷,11,2022-07-07,www.xxxxx.com
1682,10603819,xxx 在 zzz 时促进了 yyy,崔天荷,7,1998-04-21,www.xxxxx.com
1683,72440573,xxx 在 zzz 时促进了 yyy,崔天荷,14,2017-08-23,www.xxxxx.com
1684,72440573,论 xxxx,崔天荷,15,2001-08-11,www.xxxxx.com
1685,58167862,xxx 在 zzz 时促进了 yyy,崔天荷,22,2023-02-20,www.xxxxx.com
1686,69826728,xxx improves yyy,崔天荷,16,1990-09-24,www.xxxxx.com
1687,10603819,xxxx 对 yyy 有重大影响,崔天荷,22,1992-05-21,www.xxxxx.com
1688,72440573,xxxxx 小议,崔天荷,3,2021-03-16,www.xxxxx.com
1689,58167862,xxxx 对 yyy 有重大影响,崔天荷,1,2011-07-12,www.xxxxx.com
1690,72440573,xxx 在 zzz 时促进了 yyy,崔天荷,5,2002-07-13,www.xxxxx.com
1691,02571559,xxxxx 刍议,崔天荷,21,1991-11-06,www.xxxxx.com
1692,10603819,xxxxx 刍议,崔天荷,17,2022-02-01,www.xxxxx.com
1693,69826728,xxxxx 浅析,崔天荷,16,2012-07-13,www.xxxxx.com
1694,02571559,论 xxxxx 在 xxxxx 中的应用,崔天荷,4,2007-01-05,www.xxxxx.com
1695,02571559,论 xxxx,崔天荷,9,1995-07-28,www.xxxxx.com
1696,58167862,xxx 在 zzz 时促进了 yyy,崔天荷,6,1999-07-08,www.xxxxx.com
1697,10603819,xxxx 对 yyy 有重大影响,崔天荷,3,2022-01-01,www.xxxxx.com
1698,69826728,xxxxx 浅析,崔天荷,16,2005-05-27,www.xxxxx.com
1699,02571559,xxx improves yyy,崔天荷,12,2014-11-12,www.xxxxx.com
1700,02571559,xxxxx 刍议,崔天荷,2,2023-11-11,www.xxxxx.com
1701,10603819,论 xxxx,崔天荷,3,2004-06-22,www.xxxxx.com
1702,96546119,xxxx 对 yyy 有重大影响,崔天荷,4,2000-03-07,www.xxxxx.com
1703,69826728,xxxxx 浅析,崔天荷,13,2001-12-16,www.xxxxx.com
1704,96546119,xxx 在 zzz 时促进了 yyy,崔天荷,1,2020-10-05,www.xxxxx.com
1705,69826728,xxxxx 刍议,崔天荷,23,2003-06-13,www.xxxxx.com
1706,69826728,论 xxxxx 在 xxxxx 中的应用,崔天荷,15,1996-08-09,www.xxxxx.com
1707,10603819,xxx improves yyy,崔天荷,23,2015-03-21,www.xxxxx.com
1708,72440573,xxxxx 小议,崔天荷,14,2014-11-08,www.xxxxx.com
1709,69826728,xxx 在 zzz 时促进了 yyy,崔天荷,22,1999-10-18,www.xxxxx.com
1710,96546119,论 xxxx,崔天荷,4,2014-02-01,www.xxxxx.com
1711,58167862,xxx 在 zzz 时促进了 yyy,崔天荷,15,2003-02-14,www.xxxxx.com
1712,10603819,xxxx 对 yyy 有重大影响,崔天荷,21,2004-02-12,www.xxxxx.com
1713,96546119,xxx 在 zzz 时促进了 yyy,崔天荷,23,2010-03-18,www.xxxxx.com
1714,02571559,xxxx 对 yyy 有重大影响,崔天荷,15,2005-07-25,www.xxxxx.com
1715,96546119,xxx has facilitated yyy,崔天荷,18,2017-11-20,www.xxxxx.com
1716,72440573,xxx 在 zzz 时促进了 yyy,崔天荷,13,1997-02-19,www.xxxxx.com
1717,72440573,论 xxxx,崔天荷,19,2010-11-15,www.xxxxx.com
1718,10603819,xxx 在 zzz 时促进了 yyy,崔天荷,9,2002-12-20,www.xxxxx.com
1719,10603819,xxxxx 浅析,崔天荷,14,2017-07-07,www.xxxxx.com
1720,96546119,xxx has facilitated yyy,孔海莲,10,1992-06-09,www.xxxxx.com
1721,02571559,xxxxx 小议,孔海莲,17,2015-01-03,www.xxxxx.com
1722,02571559,xxxxx 小议,孔海莲,6,1996-09-04,www.xxxxx.com
1723,58167862,xxx improves yyy,孔海莲,16,2023-11-09,www.xxxxx.com
1724,72440573,论 xxxxx 在 xxxxx 中的应用,孔海莲,24,2019-12-02,www.xxxxx.com
1725,69826728,xxxxx 浅析,孔海莲,6,2014-10-20,www.xxxxx.com
1726,72440573,xxxxx 浅析,孔海莲,22,1995-02-15,www.xxxxx.com
1727,10603819,xxxxx 刍议,孔海莲,13,2008-03-25,www.xxxxx.com
1728,72440573,xxxxx 浅析,孔海莲,6,1997-03-10,www.xxxxx.com
1729,58167862,xxx 在 zzz 时促进了 yyy,孔海莲,12,1990-01-26,www.xxxxx.com
1730,58167862,xxx has facilitated yyy,孔海莲,15,2001-07-13,www.xxxxx.com
1731,02571559,xxxxx 浅析,孔海莲,4,2011-11-21,www.xxxxx.com
1732,10603819,xxxxx 刍议,孔海莲,2,2015-10-14,www.xxxxx.com
1733,69826728,xxxxx 浅析,孔海莲,7,2013-09-17,www.xxxxx.com
1734,69826728,xxx 在 zzz 时促进了 yyy,孔海莲,21,2007-05-28,www.xxxxx.com
1735,72440573,xxx 在 zzz 时促进了 yyy,孔海莲,6,2009-08-07,www.xxxxx.com
1736,96546119,论 xxxxx 在 xxxxx 中的应用,孔海莲,20,1990-07-01,www.xxxxx.com
1737,69826728,xxx 在 zzz 时促进了 yyy,孔海莲,6,2020-04-19,www.xxxxx.com
1738,69826728,论 xxxxx 在 xxxxx 中的应用,孔海莲,2,2000-02-21,www.xxxxx.com
1739,58167862,xxx has facilitated yyy,孔海莲,4,1992-11-05,www.xxxxx.com
1740,10603819,xxxxx 小议,孔海莲,14,2022-08-17,www.xxxxx.com
1741,72440573,xxx improves yyy,孔海莲,17,2018-05-10,www.xxxxx.com
1742,96546119,xxxxx 刍议,孔海莲,13,2010-06-06,www.xxxxx.com
1743,58167862,xxxxx 小议,孔海莲,8,2008-12-03,www.xxxxx.com
1744,58167862,xxxxx 浅析,孔海莲,3,2007-05-26,www.xxxxx.com
1745,69826728,xxxxx 浅析,孔海莲,2,1999-08-01,www.xxxxx.com
1746,69826728,论 xxxxx 在 xxxxx 中的应用,孔海莲,13,2016-12-21,www.xxxxx.com
1747,02571559,xxxx 对 yyy 有重大影响,孔海莲,23,2003-06-05,www.xxxxx.com
1748,58167862,xxx has facilitated yyy,孔海莲,18,2009-03-24,www.xxxxx.com
1749,96546119,xxx 在 zzz 时促进了 yyy,孔海莲,9,1990-03-14,www.xxxxx.com
1750,96546119,xxx 在 zzz 时促进了 yyy,孔海莲,20,2015-12-02,www.xxxxx.com
1751,72440573,xxxxx 小议,孔海莲,10,2021-07-09,www.xxxxx.com
1752,69826728,论 xxxxx 在 xxxxx 中的应用,孔海莲,23,2011-10-27,www.xxxxx.com
1753,02571559,xxx improves yyy,孔海莲,2,1999-02-22,www.xxxxx.com
1754,69826728,xxxxx 小议,孔海莲,3,2009-11-25,www.xxxxx.com
1755,02571559,xxx has facilitated yyy,孔海莲,19,1999-09-10,www.xxxxx.com
1756,72440573,论 xxxxx 在 xxxxx 中的应用,孔海莲,1,2017-05-13,www.xxxxx.com
1757,96546119,xxx has facilitated yyy,孔海莲,18,2008-11-04,www.xxxxx.com
1758,58167862,论 xxxxx 在 xxxxx 中的应用,孔海莲,24,2010-05-17,www.xxxxx.com
1759,10603819,xxx improves yyy,孔海莲,14,2006-04-13,www.xxxxx.com
1760,72440573,xxx improves yyy,蒋秀琴,3,2006-02-08,www.xxxxx.com
1761,72440573,xxxx 对 yyy 有重大影响,蒋秀琴,13,2019-11-19,www.xxxxx.com
1762,72440573,xxxxx 小议,蒋秀琴,17,1999-06-02,www.xxxxx.com
1763,58167862,论 xxxx,蒋秀琴,17,1996-08-15,www.xxxxx.com
1764,69826728,xxxxx 浅析,蒋秀琴,14,2020-08-19,www.xxxxx.com
1765,96546119,xxxxx 刍议,蒋秀琴,17,2006-01-04,www.xxxxx.com
1766,72440573,xxxxx 刍议,蒋秀琴,19,1992-03-08,www.xxxxx.com
1767,10603819,xxxxx 小议,蒋秀琴,4,2007-09-23,www.xxxxx.com
1768,96546119,xxx 在 zzz 时促进了 yyy,蒋秀琴,4,1998-07-07,www.xxxxx.com
1769,58167862,xxx improves yyy,蒋秀琴,12,2000-11-24,www.xxxxx.com
1770,72440573,xxxxx 浅析,蒋秀琴,18,1995-01-23,www.xxxxx.com
1771,72440573,xxx has facilitated yyy,蒋秀琴,3,2022-01-20,www.xxxxx.com
1772,10603819,xxxx 对 yyy 有重大影响,蒋秀琴,6,2018-05-13,www.xxxxx.com
1773,69826728,论 xxxx,蒋秀琴,23,2014-03-02,www.xxxxx.com
1774,58167862,xxxxx 刍议,蒋秀琴,23,2021-09-14,www.xxxxx.com
1775,96546119,论 xxxx,蒋秀琴,11,2012-09-21,www.xxxxx.com
1776,96546119,论 xxxxx 在 xxxxx 中的应用,蒋秀琴,2,2020-05-06,www.xxxxx.com
1777,96546119,xxx improves yyy,蒋秀琴,8,2022-06-07,www.xxxxx.com
1778,96546119,论 xxxx,蒋秀琴,15,2003-02-08,www.xxxxx.com
1779,96546119,xxxxx 浅析,蒋秀琴,9,2012-06-08,www.xxxxx.com
1780,96546119,xxxx 对 yyy 有重大影响,蒋秀琴,12,2016-10-01,www.xxxxx.com
1781,58167862,xxxxx 刍议,蒋秀琴,23,2023-12-14,www.xxxxx.com
1782,02571559,论 xxxx,蒋秀琴,5,2018-01-01,www.xxxxx.com
1783,02571559,xxxx 对 yyy 有重大影响,蒋秀琴,2,2022-04-15,www.xxxxx.com
1784,10603819,xxxxx 小议,蒋秀琴,23,2013-01-11,www.xxxxx.com
1785,02571559,论 xxxx,蒋秀琴,10,2015-04-14,www.xxxxx.com
1786,02571559,论 xxxxx 在 xxxxx 中的应用,蒋秀琴,17,1992-06-17,www.xxxxx.com
1787,02571559,xxxxx 刍议,蒋秀琴,7,2015-04-11,www.xxxxx.com
1788,10603819,xxxxx 浅析,蒋秀琴,17,2017-09-07,www.xxxxx.com
1789,96546119,论 xxxxx 在 xxxxx 中的应用,蒋秀琴,15,1997-10-03,www.xxxxx.com
1790,96546119,xxxxx 小议,蒋秀琴,7,1999-07-04,www.xxxxx.com
1791,69826728,xxxxx 浅析,蒋秀琴,9,1993-06-28,www.xxxxx.com
1792,58167862,xxxxx 小议,蒋秀琴,21,1993-11-19,www.xxxxx.com
1793,96546119,xxxx 对 yyy 有重大影响,蒋秀琴,3,2021-08-18,www.xxxxx.com
1794,96546119,xxxxx 刍议,蒋秀琴,7,2016-02-14,www.xxxxx.com
1795,02571559,论 xxxxx 在 xxxxx 中的应用,蒋秀琴,2,2020-01-09,www.xxxxx.com
1796,69826728,xxxxx 刍议,蒋秀琴,9,1997-09-07,www.xxxxx.com
1797,02571559,论 xxxx,蒋秀琴,18,2006-02-18,www.xxxxx.com
1798,96546119,xxxx 对 yyy 有重大影响,蒋秀琴,15,2011-10-08,www.xxxxx.com
1799,69826728,xxx 在 zzz 时促进了 yyy,蒋秀琴,10,2008-08-06,www.xxxxx.com
1800,10603819,论 xxxx,武之双,8,2003-03-24,www.xxxxx.com
1801,96546119,xxx 在 zzz 时促进了 yyy,武之双,14,2010-06-16,www.xxxxx.com
1802,69826728,xxx has facilitated yyy,武之双,3,2008-03-22,www.xxxxx.com
1803,72440573,xxx improves yyy,武之双,20,2018-08-13,www.xxxxx.com
1804,58167862,xxxxx 浅析,武之双,22,1996-04-24,www.xxxxx.com
