id,issn,title,author,page,volume,number,publish_date,link
4770,23176989,xxxxx 小议,孟芮澜，顾嘉颖，,419-428,413,11,1997-08-14,www.xxxxx.com
4771,98332250,论 xxxxx 在 xxxxx 中的应用,孟芮澜，郭子琪，马阳阳，,818-852,425,12,2001-09-17,www.xxxxx.com
4772,12183892,xxxxx 刍议,孟芮澜，郭俊名，萧思宸，王鸿雪，,981-1029,688,7,2015-10-09,www.xxxxx.com
4773,86310410,论 xxxx,孟芮澜，郭妮娜，龚奇胜，,351-369,143,1,1999-11-22,www.xxxxx.com
4774,21626833,xxx has facilitated yyy,孟芮澜，潘云露，冯鸿哲，易俊人，,234-276,913,3,2005-02-15,www.xxxxx.com
4775,25504359,xxxx 对 yyy 有重大影响,孟芮澜，韩友琴，,1000-1017,588,8,1994-09-04,www.xxxxx.com
4776,97557353,xxx has facilitated yyy,孟芮澜，梁良弼，,309-352,550,11,1997-10-25,www.xxxxx.com
4777,66914660,xxx improves yyy,孟芮澜，方锐立，方英飙，,690-724,677,1,2016-11-02,www.xxxxx.com
4778,77255062,xxxx 对 yyy 有重大影响,孟芮澜，张乐成，韩乐正，,651-690,689,4,1992-09-09,www.xxxxx.com
4779,67624666,xxx has facilitated yyy,孟芮澜，冯彭丹，方永寿，崔天荷，,557-571,442,11,2011-03-04,www.xxxxx.com
4780,07473169,论 xxxx,孟芮澜，蒋天路，秦志义，廖浩旷，,844-870,270,10,2008-10-05,www.xxxxx.com
4781,67624666,xxx 在 zzz 时促进了 yyy,孟芮澜，,321-364,934,7,2008-07-04,www.xxxxx.com
4782,45683228,xxx 在 zzz 时促进了 yyy,孟芮澜，金炎彬，蒋秀琴，苏嘉实，,650-675,736,9,2013-12-19,www.xxxxx.com
4783,40863783,论 xxxxx 在 xxxxx 中的应用,孟芮澜，金炎彬，,165-190,52,2,2004-04-16,www.xxxxx.com
4784,70754113,论 xxxx,孟芮澜，,906-929,756,6,2004-10-08,www.xxxxx.com
4785,86310410,论 xxxxx 在 xxxxx 中的应用,孟芮澜，,250-294,698,1,2003-12-18,www.xxxxx.com
4786,66914660,xxx has facilitated yyy,孟芮澜，孟俊名，方英飙，范宏博，,137-140,645,9,2000-04-04,www.xxxxx.com
4787,26988107,论 xxxxx 在 xxxxx 中的应用,孟芮澜，武鸿达，,674-718,140,2,1992-07-07,www.xxxxx.com
4788,68630103,论 xxxxx 在 xxxxx 中的应用,孟芮澜，,830-847,910,9,2004-09-23,www.xxxxx.com
4789,23176989,xxx has facilitated yyy,孟芮澜，姚宏博，潘晴美，乔雁荷，,922-934,391,5,1996-05-03,www.xxxxx.com
4790,25504359,xxx improves yyy,孟芮澜，孙嘉歆，许兴学，段乐成，,748-756,729,10,2020-11-23,www.xxxxx.com
4791,64932775,xxx improves yyy,孟芮澜，梁良弼，卢燕楠，,711-720,270,11,2013-07-05,www.xxxxx.com
4792,62519347,xxx has facilitated yyy,孟芮澜，,466-481,892,12,2014-03-07,www.xxxxx.com
4793,21626833,xxxxx 浅析,孟芮澜，陆生文，夏正谊，熊志义，,728-740,788,12,2013-11-15,www.xxxxx.com
4794,23176989,xxxx 对 yyy 有重大影响,孟芮澜，薛书芹，,329-352,748,4,1995-05-10,www.xxxxx.com
4795,70754113,论 xxxxx 在 xxxxx 中的应用,孟芮澜，邱宾实，,550-568,711,3,2021-09-04,www.xxxxx.com
4796,74407979,xxxxx 浅析,孟芮澜，王涵雁，史歌韵，,379-393,426,9,2000-05-15,www.xxxxx.com
4797,21626833,xxxxx 刍议,孟芮澜，李清逸，,357-391,348,8,1993-03-23,www.xxxxx.com
4798,74407979,xxxxx 刍议,孟芮澜，,415-447,523,6,2008-08-25,www.xxxxx.com
4799,25504359,xxxxx 刍议,孟芮澜，龚静涵，,589-629,240,3,1990-06-12,www.xxxxx.com
4800,96015863,论 xxxx,于梓云，常嘉赐，郝弘阔，常翠萍，,249-286,96,2,2010-10-13,www.xxxxx.com
4801,99917471,论 xxxx,于梓云，何文心，,334-383,716,6,2022-05-04,www.xxxxx.com
4802,54663096,xxxxx 刍议,于梓云，龚嘉许，何建茗，武司晨，,615-645,117,6,2023-06-08,www.xxxxx.com
4803,66041915,xxxxx 小议,于梓云，卢健柏，何建茗，,898-906,112,12,2016-03-04,www.xxxxx.com
4804,25504359,xxxx 对 yyy 有重大影响,于梓云，毛晗蕊，,724-729,750,5,2013-08-15,www.xxxxx.com
4805,67624666,xxxxx 小议,于梓云，,396-411,564,9,1996-03-04,www.xxxxx.com
4806,08338582,xxxxx 刍议,于梓云，苏和美，,486-531,199,6,1994-06-22,www.xxxxx.com
4807,45683228,xxxxx 浅析,于梓云，江忠燕，蔡娅思，白鹏翼，,715-761,449,7,1998-12-18,www.xxxxx.com
4808,23953375,论 xxxxx 在 xxxxx 中的应用,于梓云，王莉娜，孔翔宇，,873-920,565,1,2009-02-03,www.xxxxx.com
4809,25504359,xxx improves yyy,于梓云，,983-1029,864,6,2000-09-02,www.xxxxx.com
4810,93221432,论 xxxxx 在 xxxxx 中的应用,于梓云，苏嘉实，潘云露，,517-532,997,2,2002-09-27,www.xxxxx.com
4811,64932775,xxx has facilitated yyy,于梓云，石莞尔，夏雪漫，秦志义，,323-342,672,10,2005-09-17,www.xxxxx.com
4812,77255062,xxx 在 zzz 时促进了 yyy,于梓云，冯永元，王涵雁，蒋浩荡，,685-721,700,8,1999-05-05,www.xxxxx.com
4813,58698718,xxx 在 zzz 时促进了 yyy,于梓云，于俊雄，,582-610,609,8,2016-11-16,www.xxxxx.com
4814,54663096,xxx has facilitated yyy,于梓云，,583-594,704,9,2008-04-17,www.xxxxx.com
4815,66521703,xxx improves yyy,于梓云，,390-429,829,8,1992-05-05,www.xxxxx.com
4816,99612153,xxx has facilitated yyy,于梓云，王涵雁，贾弘雅，孙洲裴，,381-427,127,2,2007-05-13,www.xxxxx.com
4817,93221432,xxx improves yyy,于梓云，郑泰华，陈浩荡，谭学博，,101-131,151,12,2000-01-26,www.xxxxx.com
4818,99612153,xxxxx 浅析,于梓云，黎纪颖，姜彬彬，钱代双，,6-40,253,4,2020-07-23,www.xxxxx.com
4819,26988107,xxxx 对 yyy 有重大影响,于梓云，廖嘉茂，陆永怡，文鹏程，,44-47,284,2,2004-04-21,www.xxxxx.com
4820,86310410,xxxxx 刍议,于梓云，白甄梨，武正卿，,727-747,794,12,2010-10-10,www.xxxxx.com
4821,99917471,xxxx 对 yyy 有重大影响,于梓云，,736-762,268,8,2022-12-07,www.xxxxx.com
4822,66521703,xxxxx 刍议,于梓云，廖嘉茂，,924-969,696,11,2022-03-27,www.xxxxx.com
4823,43545801,xxx has facilitated yyy,于梓云，金紫夏，,82-89,430,1,2016-03-07,www.xxxxx.com
4824,77255062,论 xxxx,于梓云，,157-171,349,9,2001-03-21,www.xxxxx.com
4825,40863783,xxx 在 zzz 时促进了 yyy,于梓云，,951-996,384,9,2008-07-04,www.xxxxx.com
4826,59785575,xxx 在 zzz 时促进了 yyy,于梓云，文悦喜，刘柔丽，丁文林，,533-544,217,9,2000-05-19,www.xxxxx.com
4827,86310410,论 xxxxx 在 xxxxx 中的应用,于梓云，陆翠柔，,361-411,669,2,2020-03-15,www.xxxxx.com
4828,19012303,xxxx 对 yyy 有重大影响,于梓云，,187-227,508,12,2005-04-02,www.xxxxx.com
4829,77255062,xxx 在 zzz 时促进了 yyy,于梓云，毛晗蕊，陈嘉勋，,408-457,137,8,2007-02-05,www.xxxxx.com
4830,74407979,论 xxxx,于梓云，贺兰七，李宏旷，,558-579,767,2,2019-04-15,www.xxxxx.com
4831,62519347,xxx has facilitated yyy,于梓云，潘奕叶，黄莞尔，田才英，,387-398,810,5,2013-03-06,www.xxxxx.com
4832,66914660,xxx 在 zzz 时促进了 yyy,于梓云，梁良弼，,559-577,88,11,2011-01-18,www.xxxxx.com
4833,07473169,xxxxx 浅析,于梓云，田彦慧，任阳煦，,798-828,782,3,1994-06-21,www.xxxxx.com
4834,67624666,xxxxx 浅析,于梓云，万恨天，卢健柏，,223-256,328,8,2014-08-26,www.xxxxx.com
4835,64590580,论 xxxxx 在 xxxxx 中的应用,于梓云，顾明亮，杜阳飇，,658-683,305,5,1998-08-18,www.xxxxx.com
4836,96015863,xxx 在 zzz 时促进了 yyy,于梓云，龙丹丹，,121-171,732,7,2007-03-15,www.xxxxx.com
4837,23953375,xxxxx 小议,于梓云，万恬萍，许妙可，韩友琴，,152-198,715,5,2011-11-08,www.xxxxx.com
4838,74407979,论 xxxxx 在 xxxxx 中的应用,于梓云，汤英耀，卢芮丽，,662-666,830,5,2010-02-10,www.xxxxx.com
4839,09987703,xxxxx 小议,于梓云，卢阳文，赖子琪，,173-182,234,4,2019-05-18,www.xxxxx.com
4840,68630103,xxxxx 浅析,龙宛凝，孔冷菱，,672-694,67,1,2021-03-26,www.xxxxx.com
4841,21626833,论 xxxxx 在 xxxxx 中的应用,龙宛凝，赖俊贤，,493-519,557,12,1995-11-24,www.xxxxx.com
4842,46854266,xxxxx 刍议,龙宛凝，石修真，,627-652,496,11,2015-04-11,www.xxxxx.com
4843,99917471,xxx 在 zzz 时促进了 yyy,龙宛凝，秦光耀，高丝柳，,41-45,166,4,2005-04-25,www.xxxxx.com
4844,08338582,xxxxx 小议,龙宛凝，尹卓逸，,507-544,291,3,2009-06-08,www.xxxxx.com
4845,21626833,xxxxx 小议,龙宛凝，蒋才艺，白鹏翼，,869-892,872,11,2014-08-10,www.xxxxx.com
4846,85118632,xxxxx 小议,龙宛凝，武之双，谢姣丽，陈浩荡，,2-44,125,10,2022-12-06,www.xxxxx.com
4847,96015863,xxx has facilitated yyy,龙宛凝，于俊雄，,980-1021,532,1,2010-03-07,www.xxxxx.com
4848,68630103,xxxxx 浅析,龙宛凝，方英飙，,53-93,509,3,1993-01-21,www.xxxxx.com
4849,59785575,xxxxx 浅析,龙宛凝，顾欣荣，,17-35,453,12,2009-07-28,www.xxxxx.com
4850,85118632,xxx 在 zzz 时促进了 yyy,龙宛凝，范乐邦，韩友琴，萧白易，,407-435,29,11,1990-04-11,www.xxxxx.com
4851,66521703,xxx improves yyy,龙宛凝，谭圣杰，蒋柳思，,538-541,270,4,1994-05-09,www.xxxxx.com
4852,09987703,论 xxxx,龙宛凝，姚宏博，江忠燕，郭晓亦，,641-664,72,7,1998-09-28,www.xxxxx.com
4853,19163613,论 xxxxx 在 xxxxx 中的应用,龙宛凝，范乐邦，蒋南晴，江以柳，,737-787,502,8,2023-11-25,www.xxxxx.com
4854,66041915,xxxx 对 yyy 有重大影响,龙宛凝，,252-289,659,11,1996-03-17,www.xxxxx.com
4855,21626833,xxxx 对 yyy 有重大影响,龙宛凝，傅弘义，郭飞扬，,150-196,277,1,2000-06-18,www.xxxxx.com
4856,21626833,xxxx 对 yyy 有重大影响,龙宛凝，黎纪颖，,360-398,716,7,2000-10-16,www.xxxxx.com
4857,19012303,xxxx 对 yyy 有重大影响,龙宛凝，魏翰墨，阎瀚玥，,532-562,60,10,2014-06-13,www.xxxxx.com
4858,62519347,xxxxx 刍议,龙宛凝，郭晓亦，杜德容，崔彭祖，,712-746,574,2,2020-08-28,www.xxxxx.com
4859,19163613,论 xxxx,龙宛凝，,196-232,618,4,2011-10-02,www.xxxxx.com
4860,66521703,xxxx 对 yyy 有重大影响,龙宛凝，孙雁卉，姜文轩，冯祺然，,230-247,417,7,2000-12-23,www.xxxxx.com
4861,58698718,xxxx 对 yyy 有重大影响,龙宛凝，孔紫薰，许妙可，,357-396,421,1,2006-11-04,www.xxxxx.com
4862,23176989,xxx 在 zzz 时促进了 yyy,龙宛凝，,543-547,695,12,1998-08-23,www.xxxxx.com
4863,96015863,论 xxxx,龙宛凝，顾明亮，,492-498,955,12,2009-11-20,www.xxxxx.com
4864,40863783,xxxxx 刍议,龙宛凝，孔海莲，董昊天，李清逸，,175-223,909,6,1992-06-13,www.xxxxx.com
4865,23176989,xxxxx 小议,龙宛凝，崔情文，熊馨婷，,237-279,523,11,2000-04-26,www.xxxxx.com
4866,64932775,xxxxx 浅析,龙宛凝，熊馨婷，范乐邦，毛良骥，,740-767,235,4,1997-09-11,www.xxxxx.com
4867,99917471,xxxx 对 yyy 有重大影响,龙宛凝，金紫夏，,626-670,107,5,2018-11-24,www.xxxxx.com
4868,77255062,xxxx 对 yyy 有重大影响,龙宛凝，彭映雪，冯鸿哲，,550-554,164,6,2003-03-22,www.xxxxx.com
4869,45683228,xxx has facilitated yyy,龙宛凝，郑英叡，叶英才，陈嘉勋，,124-159,596,2,1996-11-22,www.xxxxx.com
4870,25504359,论 xxxxx 在 xxxxx 中的应用,龙宛凝，彭乐容，,189-228,83,8,2017-11-24,www.xxxxx.com
4871,67624666,xxx improves yyy,龙宛凝，,453-479,868,12,2006-03-13,www.xxxxx.com
4872,74407979,xxxxx 浅析,龙宛凝，谢嘉庆，孔紫薰，胡雅莉，,157-205,844,1,1999-08-25,www.xxxxx.com
4873,64590580,xxxxx 刍议,龙宛凝，金紫夏，张燕岚，,740-769,845,7,1991-01-28,www.xxxxx.com
4874,08338582,xxx has facilitated yyy,龙宛凝，,18-24,422,9,1994-02-25,www.xxxxx.com
4875,45500799,xxx improves yyy,龙宛凝，邓坚壁，白代亦，,113-120,485,3,1991-06-02,www.xxxxx.com
4876,23953375,论 xxxx,龙宛凝，顾欣荣，漕浩荡，,33-51,905,11,1996-06-08,www.xxxxx.com
4877,46854266,论 xxxx,龙宛凝，李莉娉，何纪颖，董鸿云，,47-63,470,4,1995-10-13,www.xxxxx.com
4878,68630103,论 xxxx,龙宛凝，彭桂枫，龙野云，,766-816,852,4,2016-08-09,www.xxxxx.com
4879,23176989,论 xxxxx 在 xxxxx 中的应用,龙宛凝，孔悠柔，,794-825,272,7,2022-06-26,www.xxxxx.com
4880,96015863,xxx 在 zzz 时促进了 yyy,蔡娅思，汤天赋，于滨海，丁文林，,678-688,430,3,2011-04-02,www.xxxxx.com
4881,40863783,论 xxxxx 在 xxxxx 中的应用,蔡娅思，梁盼曼，,463-501,626,12,2013-02-01,www.xxxxx.com
4882,66041915,xxxxx 刍议,蔡娅思，廖嘉茂，,115-154,282,9,1995-08-26,www.xxxxx.com
4883,66041915,xxxxx 刍议,蔡娅思，,462-483,706,12,2014-05-08,www.xxxxx.com
4884,19012303,论 xxxxx 在 xxxxx 中的应用,蔡娅思，周幻丝，李宏旷，石修真，,830-848,409,3,2009-02-28,www.xxxxx.com
4885,43545801,xxxx 对 yyy 有重大影响,蔡娅思，龙英豪，,493-527,747,7,1997-06-14,www.xxxxx.com
4886,45683228,xxx improves yyy,蔡娅思，吕锦文，,509-539,784,6,1993-03-14,www.xxxxx.com
4887,09987703,xxxxx 浅析,蔡娅思，金子怡，漕俊郎，程宜年，,659-697,508,9,1995-09-06,www.xxxxx.com
4888,99917471,论 xxxxx 在 xxxxx 中的应用,蔡娅思，赵同方，陆永怡，蒋天路，,856-892,852,1,2019-03-05,www.xxxxx.com
4889,26988107,论 xxxx,蔡娅思，尹弘致，,169-197,921,1,2015-05-11,www.xxxxx.com
4890,45683228,xxx has facilitated yyy,蔡娅思，吴俊彦，孟芮澜，卢菊月，,869-905,681,9,2006-07-08,www.xxxxx.com
4891,46854266,xxx improves yyy,蔡娅思，杜阳飇，姜文轩，陈宜春，,21-62,142,3,1996-02-05,www.xxxxx.com
4892,45683228,论 xxxx,蔡娅思，,753-800,454,9,1996-03-01,www.xxxxx.com
4893,07473169,xxxxx 小议,蔡娅思，卢菊月，,339-380,598,6,2013-10-05,www.xxxxx.com
4894,40863783,xxxxx 浅析,蔡娅思，孔白柏，郭运馨，,119-151,929,3,2015-01-22,www.xxxxx.com
4895,26988107,xxxx 对 yyy 有重大影响,蔡娅思，,476-513,596,1,1993-06-20,www.xxxxx.com
4896,25504359,论 xxxx,蔡娅思，于俊雄，文悦喜，,193-201,554,9,2012-03-07,www.xxxxx.com
4897,21626833,论 xxxx,蔡娅思，龙英豪，蒋南晴，马佳思，,639-665,636,9,1999-12-01,www.xxxxx.com
4898,66041915,xxxx 对 yyy 有重大影响,蔡娅思，,578-586,119,6,1996-02-19,www.xxxxx.com
4899,74407979,xxxx 对 yyy 有重大影响,蔡娅思，,359-375,542,8,1997-06-02,www.xxxxx.com
4900,66914660,xxx 在 zzz 时促进了 yyy,蔡娅思，谢姣丽，,4-50,695,2,2021-04-10,www.xxxxx.com
4901,21626833,xxx has facilitated yyy,蔡娅思，孔翔宇，崔锐逸，,91-97,75,12,2011-04-17,www.xxxxx.com
4902,57060012,xxxxx 刍议,蔡娅思，田才英，,30-53,918,12,2016-06-01,www.xxxxx.com
4903,59785575,xxxxx 小议,蔡娅思，,503-528,377,7,1997-12-09,www.xxxxx.com
4904,23176989,论 xxxxx 在 xxxxx 中的应用,蔡娅思，魏合乐，,359-393,174,12,2009-11-10,www.xxxxx.com
4905,43545801,xxx 在 zzz 时促进了 yyy,蔡娅思，邱宾实，,452-477,926,10,2016-12-13,www.xxxxx.com
4906,59785575,xxx 在 zzz 时促进了 yyy,蔡娅思，,867-878,56,7,2007-09-08,www.xxxxx.com
4907,19163613,xxx 在 zzz 时促进了 yyy,蔡娅思，郭晓亦，陈宜春，文鹏程，,300-322,634,6,2023-10-24,www.xxxxx.com
4908,26988107,xxx 在 zzz 时促进了 yyy,蔡娅思，,45-67,169,9,2006-01-04,www.xxxxx.com
4909,93221432,xxxxx 刍议,蔡娅思，丁锐达，郭晓亦，夏雪漫，,619-658,727,7,2020-03-25,www.xxxxx.com
4910,64932775,xxxxx 小议,蔡娅思，徐英楠，方英飙，,434-469,155,5,2010-05-26,www.xxxxx.com
4911,45500799,论 xxxxx 在 xxxxx 中的应用,蔡娅思，徐文曜，夏和昶，,293-320,652,5,2019-12-21,www.xxxxx.com
4912,68630103,xxxxx 小议,蔡娅思，高旦娅，常鹏涛，龙宏儒，,551-582,614,12,2007-01-18,www.xxxxx.com
4913,26988107,xxx has facilitated yyy,蔡娅思，黎乐和，萧白易，何纪颖，,571-600,815,5,2013-05-23,www.xxxxx.com
4914,21626833,xxxxx 浅析,蔡娅思，方锐立，,155-172,773,1,1992-10-26,www.xxxxx.com
4915,66914660,论 xxxxx 在 xxxxx 中的应用,蔡娅思，龚嘉许，杜德容，,653-690,227,10,2010-04-17,www.xxxxx.com
4916,07473169,xxxxx 小议,蔡娅思，漕俊郎，刘亦瑶，邵英悟，,575-587,266,5,2023-07-15,www.xxxxx.com
4917,85118632,xxx improves yyy,蔡娅思，,716-733,245,1,2018-07-03,www.xxxxx.com
4918,58698718,xxx 在 zzz 时促进了 yyy,蔡娅思，潘奕叶，龙莎莉，,531-575,944,4,2023-05-19,www.xxxxx.com
4919,98332250,论 xxxxx 在 xxxxx 中的应用,蔡娅思，谢姣丽，任明熙，卢蝶梦，,393-434,248,4,1997-01-11,www.xxxxx.com
4920,77255062,xxxx 对 yyy 有重大影响,周幻丝，陈浩荡，杜阳飇，金紫夏，,570-609,193,8,2010-07-01,www.xxxxx.com
4921,07473169,论 xxxxx 在 xxxxx 中的应用,周幻丝，,953-976,4,4,2015-09-06,www.xxxxx.com
4922,45683228,论 xxxxx 在 xxxxx 中的应用,周幻丝，熊鹏运，郝修雅，崔彭祖，,640-660,258,7,2022-02-03,www.xxxxx.com
4923,68630103,xxxx 对 yyy 有重大影响,周幻丝，,163-192,588,4,1995-07-07,www.xxxxx.com
4924,19163613,xxxx 对 yyy 有重大影响,周幻丝，,62-91,250,11,1992-09-27,www.xxxxx.com
4925,93221432,xxxxx 小议,周幻丝，石曼易，任明熙，,700-720,127,12,2001-05-07,www.xxxxx.com
4926,64590580,xxxx 对 yyy 有重大影响,周幻丝，刘亦瑶，白清婉，孔咏思，,149-190,327,6,2013-06-14,www.xxxxx.com
4927,19012303,xxx 在 zzz 时促进了 yyy,周幻丝，崔锐逸，,581-591,264,7,2014-02-24,www.xxxxx.com
4928,96015863,xxxxx 刍议,周幻丝，贾弘雅，易俊人，何黎昕，,296-327,629,7,1993-10-06,www.xxxxx.com
4929,57060012,论 xxxxx 在 xxxxx 中的应用,周幻丝，戴晏如，卢蝶梦，赖语风，,806-830,990,9,2008-07-10,www.xxxxx.com
4930,46854266,xxx improves yyy,周幻丝，,937-984,973,5,2004-06-10,www.xxxxx.com
4931,68630103,xxx has facilitated yyy,周幻丝，万恨天，龙莎莉，冯祺然，,360-374,114,3,2016-09-14,www.xxxxx.com
4932,68630103,xxxxx 刍议,周幻丝，黄元良，,162-167,169,6,2023-02-23,www.xxxxx.com
4933,70754113,xxxxx 浅析,周幻丝，史歌韵，金清润，赖语风，,940-990,410,10,2008-03-12,www.xxxxx.com
4934,64590580,xxxxx 小议,周幻丝，,864-898,894,3,1991-02-25,www.xxxxx.com
4935,07473169,xxxxx 浅析,周幻丝，杨美玲，,689-705,129,8,2008-03-05,www.xxxxx.com
4936,08338582,xxx improves yyy,周幻丝，白甄梨，周华皓，,350-360,325,9,2000-05-27,www.xxxxx.com
4937,23953375,xxxxx 浅析,周幻丝，黎幸瑶，孙嘉歆，,443-459,183,11,2021-02-07,www.xxxxx.com
4938,54663096,xxxxx 小议,周幻丝，姜永康，蒋南晴，,315-359,753,8,2014-09-24,www.xxxxx.com
4939,86310410,xxxxx 小议,周幻丝，汪温凉，徐和韵，漕俊郎，,120-156,178,8,1997-05-20,www.xxxxx.com
4940,66041915,xxxxx 浅析,周幻丝，郑俊捷，卢晗日，何建茗，,527-573,758,7,2005-05-05,www.xxxxx.com
4941,09987703,xxxxx 小议,周幻丝，崔情文，赵星洲，唐鸿畅，,381-425,852,8,1995-08-28,www.xxxxx.com
4942,43545801,xxxx 对 yyy 有重大影响,周幻丝，,793-842,118,1,1997-04-15,www.xxxxx.com
4943,64590580,论 xxxx,周幻丝，蔡同济，卢蝶梦，,893-897,931,5,2001-07-22,www.xxxxx.com
4944,59785575,论 xxxxx 在 xxxxx 中的应用,周幻丝，顾文敏，段乐成，,528-550,711,2,2003-05-24,www.xxxxx.com
4945,74407979,xxxx 对 yyy 有重大影响,周幻丝，易温文，,644-653,573,7,2015-03-06,www.xxxxx.com
4946,66041915,xxx has facilitated yyy,周幻丝，魏睿慈，崔彭祖，孔季同，,293-340,473,5,2022-03-21,www.xxxxx.com
4947,74407979,xxxxx 小议,周幻丝，,716-750,598,10,2018-10-04,www.xxxxx.com
4948,57060012,xxx improves yyy,周幻丝，梁良弼，孔白柏，姚飞鹏，,696-744,933,8,2023-02-02,www.xxxxx.com
4949,19163613,论 xxxxx 在 xxxxx 中的应用,周幻丝，史歌韵，潘晴美，,822-846,64,10,1995-05-12,www.xxxxx.com
4950,12183892,xxx 在 zzz 时促进了 yyy,周幻丝，韩韶华，苏怜梦，萧晶辉，,981-1006,82,12,2011-01-11,www.xxxxx.com
4951,68630103,xxxxx 小议,周幻丝，康以云，郝弘阔，吕锦文，,526-567,564,3,2009-07-14,www.xxxxx.com
4952,98332250,论 xxxxx 在 xxxxx 中的应用,周幻丝，龙丹丹，梁仙韵，,129-146,571,4,2014-02-05,www.xxxxx.com
4953,09987703,xxxx 对 yyy 有重大影响,周幻丝，贺勇捷，,653-703,749,8,2017-05-02,www.xxxxx.com
4954,70754113,xxxxx 小议,周幻丝，,907-912,987,12,1996-04-24,www.xxxxx.com
4955,58698718,xxxxx 浅析,周幻丝，黎竹悦，黎乐和，侯依辰，,698-703,915,4,2006-01-27,www.xxxxx.com
4956,97557353,论 xxxxx 在 xxxxx 中的应用,周幻丝，,86-95,474,12,1998-04-19,www.xxxxx.com
4957,62519347,论 xxxxx 在 xxxxx 中的应用,周幻丝，文悦喜，蒋天路，,214-249,809,7,1990-02-08,www.xxxxx.com
4958,64932775,xxxxx 浅析,周幻丝，许妙可，郑英叡，江以柳，,495-505,436,5,2005-06-01,www.xxxxx.com
4959,33536340,论 xxxx,周幻丝，秦志义，白甄梨，叶雨莹，,835-839,75,5,2001-02-09,www.xxxxx.com
4960,70754113,xxxx 对 yyy 有重大影响,孙葛菲，阎千怡，许淑然，许向珊，,753-802,205,9,2003-08-21,www.xxxxx.com
4961,64932775,论 xxxx,孙葛菲，汤冷亦，,599-618,876,9,2016-07-25,www.xxxxx.com
4962,25504359,xxxxx 小议,孙葛菲，卢博延，王鸿雪，,506-532,593,5,2009-10-22,www.xxxxx.com
4963,85118632,论 xxxxx 在 xxxxx 中的应用,孙葛菲，林兰七，陈顺美，,737-775,206,10,2015-07-27,www.xxxxx.com
4964,77255062,xxxxx 小议,孙葛菲，冯晏如，常景明，苏怜梦，,66-76,579,6,2016-05-26,www.xxxxx.com
4965,21626833,xxxxx 小议,孙葛菲，,455-495,372,8,2018-05-27,www.xxxxx.com
4966,43545801,论 xxxx,孙葛菲，龙莎莉，石曼易，陆博达，,622-636,460,11,2021-04-18,www.xxxxx.com
4967,40863783,论 xxxxx 在 xxxxx 中的应用,孙葛菲，孟俊名，邓和宜，白代亦，,86-97,212,12,2019-10-04,www.xxxxx.com
4968,66914660,论 xxxx,孙葛菲，萧俊悟，赖俊贤，,856-903,431,4,2010-03-20,www.xxxxx.com
4969,19012303,论 xxxx,孙葛菲，郭飞扬，,715-759,513,11,2008-12-17,www.xxxxx.com
4970,26988107,xxx 在 zzz 时促进了 yyy,孙葛菲，程雪柳，,863-894,349,1,2013-03-18,www.xxxxx.com
4971,43545801,论 xxxxx 在 xxxxx 中的应用,孙葛菲，彭桂枫，谭天翰，,460-484,379,7,2004-01-26,www.xxxxx.com
4972,99917471,xxx 在 zzz 时促进了 yyy,孙葛菲，崔情文，,255-304,461,12,2010-05-08,www.xxxxx.com
4973,85118632,xxxx 对 yyy 有重大影响,孙葛菲，,721-731,889,3,2000-11-02,www.xxxxx.com
4974,97557353,xxxx 对 yyy 有重大影响,孙葛菲，陆项禹，毛如曼，,753-771,103,10,2019-10-15,www.xxxxx.com
4975,86310410,xxx has facilitated yyy,孙葛菲，陆项禹，,685-697,612,7,1991-01-08,www.xxxxx.com
4976,74407979,xxx has facilitated yyy,孙葛菲，胡承宣，张乐成，,550-576,221,11,2011-09-01,www.xxxxx.com
4977,86310410,xxxxx 小议,孙葛菲，丁如风，杨美玲，吕苏弥，,679-690,250,7,2015-10-12,www.xxxxx.com
4978,77255062,xxxxx 刍议,孙葛菲，武正卿，顾嘉颖，,843-858,650,6,2012-01-20,www.xxxxx.com
4979,99917471,xxxxx 小议,孙葛菲，姜彬彬，漕浩荡，文高扬，,469-491,930,9,2021-08-20,www.xxxxx.com
4980,54663096,xxx has facilitated yyy,孙葛菲，蒋天路，方锐立，,388-419,378,6,2018-07-23,www.xxxxx.com
4981,85118632,xxxx 对 yyy 有重大影响,孙葛菲，漕浩荡，陈弘文，,991-1023,336,12,1992-09-04,www.xxxxx.com
4982,07473169,xxxx 对 yyy 有重大影响,孙葛菲，段乐成，廖阳炎，,177-219,892,7,2004-04-18,www.xxxxx.com
4983,74407979,论 xxxxx 在 xxxxx 中的应用,孙葛菲，杨美玲，,172-175,579,11,1999-06-26,www.xxxxx.com
4984,25504359,xxx improves yyy,孙葛菲，廖阳炎，孔白柏，郑燕艳，,361-411,562,5,2016-07-11,www.xxxxx.com
4985,19012303,xxx 在 zzz 时促进了 yyy,孙葛菲，黎幸瑶，周雨晴，,667-680,102,10,1997-03-11,www.xxxxx.com
4986,08338582,xxx improves yyy,孙葛菲，黎幸瑶，邵雅逸，萧文霞，,41-67,700,3,1996-08-03,www.xxxxx.com
4987,85118632,xxxxx 刍议,孙葛菲，汤冷亦，,463-493,36,5,2013-09-04,www.xxxxx.com
4988,99917471,xxx 在 zzz 时促进了 yyy,孙葛菲，胡承宣，,534-582,273,8,1990-11-27,www.xxxxx.com
4989,86310410,论 xxxxx 在 xxxxx 中的应用,孙葛菲，,916-935,393,9,2021-07-02,www.xxxxx.com
