id,applicant,isbn,status
2023,0501101,77907901,1
2024,0501101,01412637,1
2025,0501101,47765444,1
2026,0501101,18233773,1
2027,0501101,24427352,1
2028,0501101,99651360,1
2029,0501101,87571116,1
2030,0501101,47100973,1
2031,0501101,74508080,1
2032,0501101,72134030,1
2033,0501101,28092819,1
2034,0501101,04341357,1
2035,0501101,45426292,1
2036,0501101,57672774,1
2037,0501101,54562294,1
2038,0501101,11717701,1
2039,0501101,74406593,1
2040,0001102,27768904,1
2041,0001102,35752887,1
2042,0001102,96738395,1
2043,0001102,06155971,1
2044,0001102,47176920,1
2045,0001102,40516415,1
2046,0001102,92615393,1
2047,0001102,37450290,1
2048,0001102,09475983,1
2049,0001102,70265838,1
2050,0001102,91227794,1
2051,0001102,49466779,1
2052,0001102,43901662,1
2053,0001102,38920886,1
2054,0001102,90704981,1
2055,0001102,68732759,1
2056,0001102,66099863,1
2057,0001102,59445194,1
2058,0001102,46894486,1
2059,0001102,42253529,1
2060,0101103,85485730,1
2061,0101103,73700214,1
2062,0101103,73018432,1
2063,0101103,72321849,1
2064,0101103,04218291,1
2065,0101103,50758946,1
2066,0101103,12811283,1
2067,0101103,82218305,1
2068,0101103,76694208,1
2069,0101103,29165728,1
2070,0101103,22293144,1
2071,0101103,91672208,1
2072,0101103,16575008,1
2073,0101103,00283944,1
2074,0101103,26582160,1
2075,0101103,35305864,1
2076,0101103,10452660,1
2077,0101103,65260709,1
2078,0101103,34264724,1
2079,0101103,33512181,1
2080,0201104,04545138,1
2081,0201104,32407218,1
2082,0201104,95259230,1
2083,0201104,06074515,1
2084,0201104,74474138,1
2085,0201104,50779528,1
2086,0201104,92738353,1
2087,0201104,70456739,1
2088,0201104,67496164,1
2089,0201104,87947565,1
2090,0201104,30967670,1
2091,0201104,06553534,1
2092,0201104,52882531,1
2093,0201104,03034282,1
2094,0201104,99013398,1
2095,0201104,02925332,1
2096,0201104,09334334,1
2097,0201104,86775606,1
2098,0201104,84200104,1
2099,0201104,18567789,1
2100,0301105,43281032,1
2101,0301105,46670475,1
2102,0301105,28912350,1
2103,0301105,99938974,1
2104,0301105,15213749,1
2105,0301105,78141385,1
2106,0301105,86506194,1
2107,0301105,55373022,1
2108,0301105,10805701,1
2109,0301105,02733546,1
2110,0301105,92301606,1
2111,0301105,71931901,1
2112,0301105,97700426,1
2113,0301105,30061421,1
2114,0301105,03546973,1
2115,0301105,20347410,1
2116,0301105,33334724,1
2117,0301105,58318260,1
2118,0301105,98215538,1
2119,0301105,33696527,1
2120,0401106,47707855,1
2121,0401106,87653809,1
2122,0401106,34888586,1
2123,0401106,26910564,1
2124,0401106,72967482,1
2125,0401106,20472157,1
2126,0401106,40654454,1
2127,0401106,33101934,1
2128,0401106,42253409,1
2129,0401106,88583289,1
2130,0401106,04953354,1
2131,0401106,91566899,1
2132,0401106,56672408,1
2133,0401106,49148243,1
2134,0401106,26285284,1
2135,0401106,48819163,1
2136,0401106,67515810,1
2137,0401106,18488078,1
2138,0401106,76670075,1
2139,0401106,80815454,1
2140,0501107,00620180,1
2141,0501107,90835539,1
2142,0501107,67528456,1
2143,0501107,56058168,1
2144,0501107,71371092,1
2145,0501107,65962707,1
2146,0501107,75476853,1
2147,0501107,66061620,1
2148,0501107,33334346,1
2149,0501107,58463723,1
2150,0501107,68633114,1
2151,0501107,68903001,1
2152,0501107,20933152,1
2153,0501107,74441061,1
2154,0501107,25484914,1
2155,0501107,75807595,1
2156,0501107,72239381,1
2157,0501107,02748901,1
2158,0501107,58019573,1
2159,0501107,27706543,1
2160,0001108,05778896,1
2161,0001108,50445441,1
2162,0001108,85581980,1
2163,0001108,02598112,1
2164,0001108,90514282,1
2165,0001108,18712339,1
2166,0001108,90072394,1
2167,0001108,29248758,1
2168,0001108,10123470,1
2169,0001108,91310061,1
2170,0001108,09662417,1
2171,0001108,43394118,1
2172,0001108,12855781,1
2173,0001108,67380301,1
2174,0001108,78121944,1
2175,0001108,27615543,1
2176,0001108,68745384,1
2177,0001108,89870452,1
2178,0001108,50566385,1
2179,0001108,44736039,1
2180,0101109,33775324,1
2181,0101109,97030028,1
2182,0101109,99292490,1
2183,0101109,10226949,1
2184,0101109,57267445,1
2185,0101109,51677870,1
2186,0101109,63779734,1
2187,0101109,17813714,1
2188,0101109,55741550,1
2189,0101109,98598518,1
2190,0101109,54457830,1
2191,0101109,81772060,1
2192,0101109,23346337,1
2193,0101109,64033172,1
2194,0101109,08192901,1
2195,0101109,82182254,1
2196,0101109,90578165,1
2197,0101109,18155176,1
2198,0101109,61955865,1
2199,0101109,80113375,1
2200,0201110,74062897,1
2201,0201110,53167951,1
2202,0201110,10419458,1
2203,0201110,48438002,1
2204,0201110,36659998,1
2205,0201110,51793183,1
2206,0201110,65080587,1
2207,0201110,58202084,1
2208,0201110,61300398,1
2209,0201110,96570637,1
2210,0201110,11634488,1
2211,0201110,45782320,1
2212,0201110,06264017,1
2213,0201110,82853622,1
2214,0201110,28933747,1
2215,0201110,42891987,1
2216,0201110,24040610,1
2217,0201110,95939477,1
2218,0201110,38825445,1
2219,0201110,92393030,1
2220,0301111,31993790,1
2221,0301111,59501831,1
2222,0301111,30644332,1
2223,0301111,82383576,1
2224,0301111,04671817,1
2225,0301111,99777688,1
2226,0301111,85537296,1
2227,0301111,42458849,1
2228,0301111,62056301,1
2229,0301111,41695912,1
2230,0301111,17007146,1
2231,0301111,36437876,1
2232,0301111,74290308,1
2233,0301111,67185502,1
2234,0301111,67070159,1
2235,0301111,07178099,1
2236,0301111,04384138,1
2237,0301111,63692002,1
2238,0301111,60620606,1
2239,0301111,26738996,1
2240,0401112,03363696,1
2241,0401112,42332162,1
2242,0401112,11112499,1
2243,0401112,06926266,1
2244,0401112,05155260,1
2245,0401112,94876997,1
2246,0401112,24497202,1
2247,0401112,17468270,1
2248,0401112,05995619,1
2249,0401112,69033366,1
2250,0401112,91614338,1
2251,0401112,99417396,1
2252,0401112,93076539,1
2253,0401112,66731816,1
2254,0401112,48081476,1
2255,0401112,71505699,1
2256,0401112,86512827,1
2257,0401112,91059505,1
2258,0401112,04495218,1
2259,0401112,21458354,1
2260,0501113,43450521,1
2261,0501113,25848887,1
2262,0501113,93779306,1
2263,0501113,46568197,1
2264,0501113,40422064,1
2265,0501113,37713930,1
2266,0501113,58699649,1
2267,0501113,32800651,1
2268,0501113,35132275,1
2269,0501113,78653695,1
2270,0501113,41569928,1
2271,0501113,60348445,1
2272,0501113,07385428,1
2273,0501113,37254520,1
2274,0501113,53374538,1
2275,0501113,46445303,1
2276,0501113,53110456,1
2277,0501113,94662621,1
2278,0501113,97111347,1
2279,0501113,00808300,1
2280,0001114,25967476,1
2281,0001114,41440652,1
2282,0001114,21859694,1
2283,0001114,59887098,1
2284,0001114,36769677,1
2285,0001114,46807241,1
2286,0001114,68370736,1
2287,0001114,82957867,1
2288,0001114,38976401,1
2289,0001114,31670818,1
2290,0001114,38376687,1
2291,0001114,97302743,1
2292,0001114,06211499,1
2293,0001114,69413996,1
2294,0001114,30977079,1
2295,0001114,84834695,1
2296,0001114,32737429,1
2297,0001114,13845991,1
2298,0001114,86790038,1
2299,0001114,63633112,1
2300,0101115,92410095,1
2301,0101115,73845935,1
2302,0101115,94894353,1
2303,0101115,79400961,1
2304,0101115,89666189,1
2305,0101115,54713385,1
2306,0101115,51507391,1
2307,0101115,95053703,1
2308,0101115,70971932,1
2309,0101115,82194706,1
2310,0101115,74774691,1
2311,0101115,67290356,1
2312,0101115,65700560,1
2313,0101115,59209974,1
2314,0101115,44484088,1
2315,0101115,86889238,1
2316,0101115,35501115,1
2317,0101115,30636376,1
2318,0101115,28791043,1
2319,0101115,03825254,1
2320,0201116,16985457,1
2321,0201116,29070827,1
2322,0201116,53452574,1
2323,0201116,01876773,1
2324,0201116,31801734,1
2325,0201116,32718650,1
2326,0201116,30108676,1
2327,0201116,54143088,1
2328,0201116,99763407,1
2329,0201116,70478092,1
2330,0201116,04528885,1
2331,0201116,63692090,1
2332,0201116,25356835,1
2333,0201116,31291218,1
2334,0201116,24479601,1
2335,0201116,83821662,1
2336,0201116,92030197,1
2337,0201116,12493087,1
2338,0201116,27665526,1
2339,0201116,68584764,1
2340,0301117,80949007,1
2341,0301117,27130651,1
2342,0301117,07514201,1
2343,0301117,30292446,1
2344,0301117,76497899,1
2345,0301117,49622892,1
2346,0301117,64077336,1
2347,0301117,78950590,1
2348,0301117,15072472,1
2349,0301117,06994976,1
2350,0301117,12314301,1
2351,0301117,16422707,1
2352,0301117,54996868,1
2353,0301117,31855508,1
2354,0301117,77815801,1
2355,0301117,65805316,1
2356,0301117,99761141,1
2357,0301117,71785913,1
2358,0301117,91217377,1
2359,0301117,58961933,1
2360,0401118,76414489,1
2361,0401118,87343059,1
2362,0401118,18024009,1
2363,0401118,86838764,1
2364,0401118,92203295,1
2365,0401118,77500874,1
2366,0401118,33408109,1
2367,0401118,13098450,1
2368,0401118,81584583,1
2369,0401118,54287313,1
2370,0401118,45867757,1
2371,0401118,93403926,1
2372,0401118,73218026,1
2373,0401118,79836918,1
2374,0401118,36988271,1
2375,0401118,51874672,1
2376,0401118,04527858,1
2377,0401118,69820523,1
2378,0401118,30679327,1
2379,0401118,31948546,1
2380,0501119,89559770,1
2381,0501119,52061471,1
2382,0501119,29880920,1
2383,0501119,01749255,1
2384,0501119,46319672,1
2385,0501119,78972824,1
2386,0501119,40081280,1
2387,0501119,01960809,1
2388,0501119,34250238,1
2389,0501119,84742635,1
2390,0501119,53745278,1
2391,0501119,25946985,1
2392,0501119,26188681,1
2393,0501119,10633657,1
2394,0501119,60615600,1
2395,0501119,80924601,1
2396,0501119,23048198,1
2397,0501119,24239596,1
2398,0501119,34471205,1
2399,0501119,57641313,1
2400,0001120,87219929,1
2401,0001120,93707654,1
2402,0001120,99769943,1
2403,0001120,08102977,1
2404,0001120,23522814,1
2405,0001120,63332024,1
2406,0001120,12222868,1
2407,0001120,31039110,1
2408,0001120,88765093,1
2409,0001120,42517894,1
2410,0001120,75188143,1
2411,0001120,61599428,1
2412,0001120,44033795,1
2413,0001120,92217934,1
2414,0001120,72399577,1
2415,0001120,43102743,1
2416,0001120,82441175,1
2417,0001120,11264008,1
2418,0001120,49866794,1
2419,0001120,26503368,1
2420,0101121,22347867,1
2421,0101121,24915660,1
2422,0101121,43990026,1
2423,0101121,30435503,1
2424,0101121,74232255,1
2425,0101121,58163635,1
2426,0101121,75335230,1
2427,0101121,38913658,1
2428,0101121,94817241,1
2429,0101121,67796648,1
2430,0101121,55328280,1
2431,0101121,07448226,1
2432,0101121,94563805,1
2433,0101121,37444189,1
2434,0101121,16862377,1
2435,0101121,04008957,1
2436,0101121,09194481,1
2437,0101121,81035673,1
2438,0101121,51609024,1
2439,0101121,65807248,1
2440,0201122,75927256,1
2441,0201122,92829199,1
2442,0201122,82928707,1
2443,0201122,00766115,1
2444,0201122,96554144,1
2445,0201122,02381071,1
2446,0201122,74079896,1
2447,0201122,75467865,1
2448,0201122,08241468,1
2449,0201122,12797753,1
2450,0201122,90965158,1
2451,0201122,26791684,1
2452,0201122,14544519,1
2453,0201122,14677414,1
2454,0201122,90376686,1
2455,0201122,79412806,1
2456,0201122,70977284,1
2457,0201122,21015663,1
2458,0201122,42201531,1
2459,0201122,30822708,1
2460,0301123,56345848,1
2461,0301123,09255676,1
2462,0301123,48721482,1
2463,0301123,56909326,1
2464,0301123,12696970,1
2465,0301123,00296991,1
2466,0301123,31006311,1
2467,0301123,60737465,1
2468,0301123,89959579,1
2469,0301123,69513557,1
2470,0301123,51006468,1
2471,0301123,49068789,1
2472,0301123,11286134,1
2473,0301123,86089819,1
2474,0301123,83177536,1
2475,0301123,54086792,1
2476,0301123,12088183,1
2477,0301123,38199919,1
2478,0301123,53043869,1
2479,0301123,68284448,1
2480,0401124,42783413,1
2481,0401124,52749403,1
2482,0401124,43764508,1
2483,0401124,97004946,1
2484,0401124,35982930,1
2485,0401124,49424530,1
2486,0401124,95425957,1
2487,0401124,28277319,1
2488,0401124,65096831,1
2489,0401124,49842609,1
2490,0401124,80834913,1
2491,0401124,91851859,1
2492,0401124,56685354,1
2493,0401124,76329796,1
2494,0401124,65631742,1
2495,0401124,72203999,1
2496,0401124,99965037,1
2497,0401124,86504022,1
2498,0401124,53113750,1
2499,0401124,88424592,1
2500,0501125,46455552,1
2501,0501125,12265169,1
2502,0501125,23859308,1
2503,0501125,12978611,1
2504,0501125,58831255,1
2505,0501125,19766518,1
2506,0501125,57080910,1
2507,0501125,75667620,1
2508,0501125,44426028,1
2509,0501125,36512859,1
2510,0501125,81602012,1
2511,0501125,70632863,1
2512,0501125,24533065,1
2513,0501125,60605540,1
2514,0501125,93731222,1
2515,0501125,21665448,1
2516,0501125,16782082,1
2517,0501125,40838482,1
2518,0501125,73771528,1
2519,0501125,91205524,1
2520,0001126,08446510,1
2521,0001126,25110300,1
2522,0001126,69980831,1
2523,0001126,59936111,1
2524,0001126,82938228,1
2525,0001126,02749220,1
2526,0001126,30277121,1
2527,0001126,88906567,1
2528,0001126,17852352,1
2529,0001126,26967638,1
2530,0001126,20560602,1
2531,0001126,66609817,1
2532,0001126,28944553,1
2533,0001126,16206255,1
2534,0001126,83416062,1
2535,0001126,94623286,1
2536,0001126,65142525,1
2537,0001126,05866292,1
2538,0001126,63828214,1
2539,0001126,92149775,1
2540,0101127,12301755,1
2541,0101127,58071593,1
2542,0101127,40945733,1
2543,0101127,60262208,1
2544,0101127,08092915,1
2545,0101127,10511242,1
2546,0101127,71607935,1
2547,0101127,20960525,1
2548,0101127,77096378,1
2549,0101127,26852015,1
2550,0101127,75253416,1
2551,0101127,01665816,1
2552,0101127,83411934,1
2553,0101127,53568119,1
2554,0101127,22116823,1
2555,0101127,92879994,1
2556,0101127,66133071,1
2557,0101127,93355389,1
2558,0101127,21999917,1
2559,0101127,02505378,1
2560,0201128,48773473,1
2561,0201128,23626460,1
2562,0201128,09238451,1
2563,0201128,09877708,1
2564,0201128,25969064,1
2565,0201128,47626710,1
2566,0201128,93926373,1
2567,0201128,52786708,1
2568,0201128,81417257,1
2569,0201128,62250193,1
2570,0201128,71531712,1
2571,0201128,61911293,1
2572,0201128,62400616,1
2573,0201128,37516205,1
2574,0201128,53417656,1
2575,0201128,93599948,1
2576,0201128,39097137,1
2577,0201128,29547219,1
2578,0201128,09825479,1
2579,0201128,97589430,1
2580,0301129,91191159,1
2581,0301129,99164293,1
2582,0301129,67810420,1
2583,0301129,45832617,1
2584,0301129,54696857,1
2585,0301129,59916877,1
2586,0301129,54644114,1
2587,0301129,39522420,1
2588,0301129,58239605,1
2589,0301129,78612122,1
2590,0301129,75447678,1
2591,0301129,42611132,1
2592,0301129,17977572,1
2593,0301129,17518702,1
2594,0301129,65101307,1
2595,0301129,27017700,1
2596,0301129,62001146,1
2597,0301129,58388358,1
2598,0301129,04385888,1
2599,0301129,73434057,1
2600,0401130,70968096,1
2601,0401130,57692530,1
2602,0401130,56033272,1
2603,0401130,57643706,1
2604,0401130,99989640,1
2605,0401130,50425321,1
2606,0401130,12001182,1
2607,0401130,75219732,1
2608,0401130,87978912,1
2609,0401130,67076403,1
2610,0401130,85294513,1
2611,0401130,08877284,1
2612,0401130,98592683,1
2613,0401130,07117914,1
2614,0401130,64982233,1
2615,0401130,90836290,1
2616,0401130,72099062,1
2617,0401130,84291352,1
2618,0401130,58081816,1
2619,0401130,55717166,1
2620,0501131,65248174,1
2621,0501131,65544801,1
2622,0501131,54476534,1
2623,0501131,69653041,1
2624,0501131,70388706,1
2625,0501131,22237141,1
2626,0501131,72250753,1
2627,0501131,87249565,1
2628,0501131,15094194,1
2629,0501131,71978994,1
2630,0501131,11464848,1
2631,0501131,82087739,1
2632,0501131,84223718,1
2633,0501131,44193444,1
2634,0501131,83216261,1
2635,0501131,82442517,1
2636,0501131,33791243,1
2637,0501131,03714779,1
2638,0501131,74783101,1
2639,0501131,30985642,1
2640,0001132,72517923,1
2641,0001132,48608045,1
2642,0001132,31046040,1
2643,0001132,05246638,1
2644,0001132,79899905,1
2645,0001132,97581864,1
2646,0001132,52135665,1
2647,0001132,66236417,1
2648,0001132,84776875,1
2649,0001132,46379520,1
2650,0001132,05947567,1
2651,0001132,07383815,1
2652,0001132,30084781,1
2653,0001132,30761200,1
2654,0001132,54348720,1
2655,0001132,25400898,1
2656,0001132,41624766,1
2657,0001132,92985922,1
2658,0001132,21379804,1
2659,0001132,86951225,1
2660,0101133,51364119,1
2661,0101133,99161521,1
2662,0101133,12692279,1
2663,0101133,88464887,1
2664,0101133,97253953,1
2665,0101133,40034370,1
2666,0101133,85474605,1
2667,0101133,32807168,1
2668,0101133,91749623,1
2669,0101133,27968498,1
2670,0101133,42589997,1
2671,0101133,27093873,1
2672,0101133,82706440,1
2673,0101133,02631962,1
2674,0101133,86507227,1
2675,0101133,14413779,1
2676,0101133,77242803,1
2677,0101133,32554792,1
2678,0101133,64186989,1
2679,0101133,79313272,1
2680,0201134,64570480,1
2681,0201134,70562160,1
2682,0201134,74121232,1
2683,0201134,42007511,1
2684,0201134,20050994,1
2685,0201134,54177293,1
2686,0201134,24983001,1
2687,0201134,03415419,1
2688,0201134,13070756,1
2689,0201134,03150020,1
2690,0201134,12872185,1
2691,0201134,32426810,1
2692,0201134,40896832,1
2693,0201134,30043701,1
2694,0201134,80930947,1
2695,0201134,46023045,1
2696,0201134,21725945,1
2697,0201134,23967729,1
2698,0201134,61016321,1
2699,0201134,24289368,1
2700,0301135,39482533,1
2701,0301135,81984015,1
2702,0301135,16888213,1
2703,0301135,30202417,1
2704,0301135,81082087,1
2705,0301135,41073943,1
2706,0301135,67845456,1
2707,0301135,35400892,1
2708,0301135,67504937,1
2709,0301135,24901709,1
2710,0301135,28155499,1
2711,0301135,50006491,1
2712,0301135,86841775,1
2713,0301135,46758018,1
2714,0301135,71146868,1
2715,0301135,51786097,1
2716,0301135,26662842,1
2717,0301135,11769669,1
2718,0301135,24997310,1
2719,0301135,68002145,1
2720,0401136,13887299,1
2721,0401136,87913610,1
2722,0401136,14397185,1
2723,0401136,69245299,1
2724,0401136,05387326,1
2725,0401136,59791970,1
2726,0401136,41678076,1
2727,0401136,08924033,1
2728,0401136,10356292,1
2729,0401136,84794903,1
2730,0401136,16326444,1
2731,0401136,12384682,1
2732,0401136,10645834,1
2733,0401136,98643096,1
2734,0401136,98538260,1
2735,0401136,74227308,1
2736,0401136,06970394,1
2737,0401136,67508273,1
2738,0401136,94534764,1
2739,0401136,09451245,1
2740,0501137,10695394,1
2741,0501137,19935224,1
2742,0501137,70964252,1
2743,0501137,26712751,1
2744,0501137,85181431,1
2745,0501137,71730746,1
2746,0501137,40860892,1
2747,0501137,81308815,1
2748,0501137,50590235,1
2749,0501137,43599775,1
2750,0501137,24643228,1
2751,0501137,03159963,1
2752,0501137,34788054,1
2753,0501137,77306705,1
2754,0501137,84136820,1
2755,0501137,44106247,1
2756,0501137,65535379,1
2757,0501137,07908616,1
2758,0501137,93186027,1
2759,0501137,72354490,1
2760,0001138,51956105,1
2761,0001138,76084827,1
2762,0001138,84180864,1
2763,0001138,74126537,1
2764,0001138,95152367,1
2765,0001138,63855326,1
2766,0001138,69831217,1
2767,0001138,26928789,1
2768,0001138,82705261,1
2769,0001138,88119884,1
2770,0001138,09662016,1
2771,0001138,38541890,1
2772,0001138,81816238,1
2773,0001138,45668733,1
2774,0001138,49983876,1
2775,0001138,57742664,1
2776,0001138,05082267,1
2777,0001138,78624409,1
2778,0001138,83767682,1
2779,0001138,37808612,1
2780,0101139,94933392,1
2781,0101139,22655431,1
2782,0101139,13459795,1
2783,0101139,97885509,1
2784,0101139,51325414,1
2785,0101139,17929625,1
2786,0101139,71016728,1
2787,0101139,14535140,1
2788,0101139,85216709,1
2789,0101139,45962308,1
2790,0101139,46976395,1
2791,0101139,76152437,1
2792,0101139,76849895,1
2793,0101139,77516525,1
2794,0101139,97614506,1
2795,0101139,77482968,1
2796,0101139,04646369,1
2797,0101139,14779275,1
2798,0101139,63332223,1
2799,0101139,28562150,1
2800,0201140,51818830,1
2801,0201140,63878574,1
2802,0201140,76077316,1
2803,0201140,98996520,1
2804,0201140,40074697,1
2805,0201140,27456711,1
2806,0201140,17711602,1
2807,0201140,63149745,1
2808,0201140,43454843,1
2809,0201140,17138142,1
2810,0201140,48833372,1
2811,0201140,62508221,1
2812,0201140,36412117,1
2813,0201140,71395703,1
2814,0201140,20167798,1
2815,0201140,85188937,1
2816,0201140,98651873,1
2817,0201140,63188852,1
2818,0201140,40418643,1
2819,0201140,47060821,1
2820,0301141,34553265,1
2821,0301141,47578341,1
2822,0301141,95072847,1
2823,0301141,59747422,1
2824,0301141,25225050,1
2825,0301141,49079733,1
2826,0301141,14630972,1
2827,0301141,42796303,1
2828,0301141,47146564,1
2829,0301141,13438988,1
2830,0301141,50937162,1
2831,0301141,53037439,1
2832,0301141,03329436,1
2833,0301141,74831887,1
2834,0301141,22232214,1
2835,0301141,83954155,1
2836,0301141,67680742,1
2837,0301141,42444957,1
2838,0301141,60272272,1
2839,0301141,58632241,1
2840,0401142,37041333,1
2841,0401142,37875745,1
2842,0401142,03902509,1
2843,0401142,02505692,1
2844,0401142,29384907,1
2845,0401142,76660745,1
2846,0401142,50566938,1
2847,0401142,03927250,1
2848,0401142,38256254,1
2849,0401142,78643060,1
2850,0401142,87844913,1
2851,0401142,66102571,1
2852,0401142,60173415,1
2853,0401142,43414138,1
2854,0401142,74057805,1
2855,0401142,45633133,1
2856,0401142,84582401,1
2857,0401142,58658172,1
2858,0401142,38513930,1
2859,0401142,52299650,1
2860,0501143,85302462,1
2861,0501143,22748631,1
2862,0501143,77231212,1
2863,0501143,06164532,1
2864,0501143,71506664,1
2865,0501143,78304717,1
2866,0501143,30193341,1
2867,0501143,39788089,1
2868,0501143,83490010,1
2869,0501143,15201324,1
2870,0501143,64629928,1
2871,0501143,88668156,1
2872,0501143,32010631,1
2873,0501143,21711196,1
2874,0501143,66287439,1
2875,0501143,71421387,1
2876,0501143,56189218,1
2877,0501143,64511171,1
2878,0501143,60323230,1
2879,0501143,95096074,1
2880,0001144,38533154,1
2881,0001144,61552711,1
2882,0001144,72434670,1
2883,0001144,65511233,1
2884,0001144,56143662,1
2885,0001144,27468132,1
2886,0001144,57459766,1
2887,0001144,46193703,1
2888,0001144,07284704,1
2889,0001144,03274075,1
2890,0001144,72489998,1
2891,0001144,33821359,1
2892,0001144,04107635,1
2893,0001144,88092441,1
2894,0001144,01193960,1
2895,0001144,13189396,1
2896,0001144,99601875,1
2897,0001144,11151805,1
2898,0001144,75277806,1
2899,0001144,26980411,1
2900,0101145,54428031,1
2901,0101145,61003411,1
2902,0101145,98554647,1
2903,0101145,42195480,1
2904,0101145,79224931,1
2905,0101145,84414333,1
2906,0101145,08938072,1
2907,0101145,58508613,1
2908,0101145,39102062,1
2909,0101145,34080333,1
2910,0101145,23131619,1
2911,0101145,91270237,1
2912,0101145,19144548,1
2913,0101145,88494644,1
2914,0101145,79024159,1
2915,0101145,95931013,1
2916,0101145,36690175,1
2917,0101145,52067193,1
2918,0101145,50785904,1
2919,0101145,78339292,1
2920,0201146,85510050,1
2921,0201146,33758281,1
2922,0201146,77210833,1
2923,0201146,54001122,1
2924,0201146,56046693,1
2925,0201146,21872270,1
2926,0201146,14217777,1
2927,0201146,84567881,1
2928,0201146,16592052,1
2929,0201146,32337205,1
2930,0201146,82680723,1
2931,0201146,40204200,1
2932,0201146,39594760,1
2933,0201146,29118402,1
2934,0201146,50485911,1
2935,0201146,10942841,1
2936,0201146,91857997,1
2937,0201146,85637538,1
2938,0201146,81518909,1
2939,0201146,35679833,1
2940,0301147,93949697,1
2941,0301147,12085377,1
2942,0301147,32634585,1
2943,0301147,10613923,1
2944,0301147,45145939,1
2945,0301147,53193829,1
2946,0301147,58492939,1
2947,0301147,03422005,1
2948,0301147,50023179,1
2949,0301147,56019086,1
2950,0301147,63568016,1
2951,0301147,54719226,1
2952,0301147,50235681,1
2953,0301147,17014454,1
2954,0301147,08513087,1
2955,0301147,30902029,1
2956,0301147,38762807,1
2957,0301147,95519710,1
2958,0301147,82220583,1
2959,0301147,27507700,1
2960,0401148,61686934,1
2961,0401148,66034813,1
2962,0401148,81965514,1
2963,0401148,75658452,1
2964,0401148,64556527,1
2965,0401148,05113691,1
2966,0401148,16261751,1
2967,0401148,72504648,1
2968,0401148,25415125,1
2969,0401148,44931854,1
2970,0401148,09684540,1
2971,0401148,83405989,1
2972,0401148,86102214,1
2973,0401148,21277844,1
2974,0401148,87145591,1
2975,0401148,57168418,1
2976,0401148,66653920,1
2977,0401148,51682873,1
2978,0401148,33565017,1
2979,0401148,59737021,1
2980,0501149,66272334,1
2981,0501149,91857593,1
2982,0501149,96524449,1
2983,0501149,11318478,1
2984,0501149,99021455,1
2985,0501149,09667086,1
2986,0501149,19502719,1
2987,0501149,35374375,1
2988,0501149,64090129,1
2989,0501149,84795696,1
2990,0501149,64495164,1
2991,0501149,04550122,1
2992,0501149,40010876,1
2993,0501149,23901436,1
2994,0501149,15562681,1
2995,0501149,43700486,1
2996,0501149,20802174,1
2997,0501149,48431061,1
2998,0501149,94530118,1
2999,0501149,04895230,1
3000,0001150,25739180,1
3001,0001150,00855763,1
3002,0001150,58450967,1
3003,0001150,63052208,1
3004,0001150,73728755,1
3005,0001150,45817133,1
3006,0001150,36013514,1
3007,0001150,99439924,1
3008,0001150,69122146,1
3009,0001150,04082929,1
3010,0001150,45952664,1
3011,0001150,75339316,1
3012,0001150,92131084,1
3013,0001150,69989728,1
3014,0001150,28086107,1
3015,0001150,55945529,1
3016,0001150,34051454,1
3017,0001150,03850675,1
3018,0001150,31835458,1
3019,0001150,70855312,1
3020,0101151,37790617,1
3021,0101151,10834660,1
3022,0101151,98598177,1
3023,0101151,97496680,1
3024,0101151,37212181,1
3025,0101151,76837123,1
3026,0101151,93081086,1
3027,0101151,39139133,1
3028,0101151,33349781,1
3029,0101151,08408203,1
3030,0101151,45879032,1
3031,0101151,36631703,1
3032,0101151,09783230,1
3033,0101151,67949495,1
3034,0101151,67395460,1
3035,0101151,80913225,1
3036,0101151,96604087,1
3037,0101151,01370424,1
3038,0101151,96607428,1
3039,0101151,62786999,1
3040,0201152,61976473,1
3041,0201152,58403554,1
3042,0201152,07920665,1
3043,0201152,07374815,1
3044,0201152,34073306,1
3045,0201152,78566012,1
3046,0201152,04610566,1
3047,0201152,17852621,1
3048,0201152,11095512,1
3049,0201152,40270994,1
3050,0201152,66284158,1
3051,0201152,14608836,1
3052,0201152,14761303,1
3053,0201152,00563310,1
3054,0201152,85590757,1
3055,0201152,02329126,1
3056,0201152,96072171,1
3057,0201152,59313514,1
3058,0201152,40555203,1
3059,0201152,45161775,1
3060,0301153,68783703,1
3061,0301153,88395875,1
3062,0301153,77274111,1
3063,0301153,17958319,1
3064,0301153,58856230,1
3065,0301153,27958183,1
3066,0301153,03894740,1
3067,0301153,80095654,1
3068,0301153,37457412,1
3069,0301153,73924138,1
3070,0301153,87146358,1
3071,0301153,70236139,1
3072,0301153,70010573,1
3073,0301153,08411559,1
3074,0301153,57333062,1
3075,0301153,67287950,1
3076,0301153,37571671,1
3077,0301153,25862028,1
3078,0301153,93028844,1
3079,0301153,25740866,1
3080,0401154,58766609,1
3081,0401154,67622633,1
3082,0401154,88967888,1
3083,0401154,08691029,1
3084,0401154,35832947,1
3085,0401154,49539718,1
3086,0401154,57267419,1
3087,0401154,38779688,1
3088,0401154,03293873,1
3089,0401154,93858684,1
3090,0401154,34148624,1
3091,0401154,51419986,1
3092,0401154,37316500,1
3093,0401154,63837710,1
3094,0401154,18055590,1
3095,0401154,11423878,1
3096,0401154,74558462,1
3097,0401154,66019963,1
3098,0401154,82927442,1
