isbn,title,author,publisher,publish_year,place_published,picture,link
82441175,xxxx 对 yyy 有重大影响,于梓云,商务印书馆,2013-11-04,石家庄,,www.xxxxx.com
11264008,xxxx 对 yyy 有重大影响,于梓云,苏州大学出版社,2009-09-23,郑州,,www.xxxxx.com
49866794,xxx improves yyy,于梓云,北京理工大学出版社,2018-03-17,兰州,,www.xxxxx.com
26503368,xxx improves yyy,于梓云,南京航空航天大学出版社,2013-06-13,合肥,,www.xxxxx.com
22347867,xxx has facilitated yyy,龙宛凝,苏州大学出版社,2018-03-10,南宁,,www.xxxxx.com
24915660,xxxxx 刍议,龙宛凝,北京印刷学院出版社,2017-11-20,深圳,,www.xxxxx.com
43990026,论 xxxx,龙宛凝,河北医科大学出版社人民文学出版社,1998-03-12,郑州,,www.xxxxx.com
30435503,xxxxx 浅析,龙宛凝,河北科技大学出版社,2005-04-17,西安,,www.xxxxx.com
74232255,xxxx 对 yyy 有重大影响,龙宛凝,清华大学出版社,2011-06-27,南京,,www.xxxxx.com
58163635,xxxxx 小议,龙宛凝,清华大学出版社,2012-01-15,福州,,www.xxxxx.com
75335230,xxxxx 小议,龙宛凝,河北农业大学出版社,1996-09-12,厦门,,www.xxxxx.com
38913658,xxxx 对 yyy 有重大影响,龙宛凝,北京理工大学出版社,2014-03-24,南宁,,www.xxxxx.com
94817241,论 xxxx,龙宛凝,南京航空航天大学出版社,2000-11-02,深圳,,www.xxxxx.com
67796648,xxxxx 浅析,龙宛凝,人民邮电出版社,2008-02-22,昆明,,www.xxxxx.com
55328280,xxx 在 zzz 时促进了 yyy,龙宛凝,南京航空航天大学出版社,2021-09-25,南昌,,www.xxxxx.com
07448226,xxxx 对 yyy 有重大影响,龙宛凝,苏州大学出版社,2006-07-02,武汉,,www.xxxxx.com
94563805,论 xxxxx 在 xxxxx 中的应用,龙宛凝,人民美术出版社,2019-01-19,南昌,,www.xxxxx.com
37444189,论 xxxxx 在 xxxxx 中的应用,龙宛凝,河北师范大学出版社,2021-11-13,昆明,,www.xxxxx.com
16862377,论 xxxx,龙宛凝,北京电子科技学院出版社,2002-05-07,杭州,,www.xxxxx.com
04008957,xxx 在 zzz 时促进了 yyy,龙宛凝,南京农业大学出版社,1999-02-08,南京,,www.xxxxx.com
09194481,论 xxxx,龙宛凝,河北科技大学出版社,2018-05-23,深圳,,www.xxxxx.com
81035673,论 xxxx,龙宛凝,北京外国语大学出版社,2006-08-07,厦门,,www.xxxxx.com
51609024,xxx has facilitated yyy,龙宛凝,北京印刷学院出版社,2006-09-16,南宁,,www.xxxxx.com
65807248,xxxx 对 yyy 有重大影响,龙宛凝,北京外国语大学出版社,2013-07-11,深圳,,www.xxxxx.com
75927256,xxxx 对 yyy 有重大影响,蔡娅思,南京理工大学出版社,2004-01-27,南京,,www.xxxxx.com
92829199,xxxxx 浅析,蔡娅思,人民教育出版社,1999-02-14,深圳,,www.xxxxx.com
82928707,xxx improves yyy,蔡娅思,人民美术出版社,2009-04-11,天津,,www.xxxxx.com
00766115,论 xxxxx 在 xxxxx 中的应用,蔡娅思,北京大学出版社,2020-10-15,南宁,,www.xxxxx.com
96554144,xxx 在 zzz 时促进了 yyy,蔡娅思,南京大学出版社,2023-03-04,西宁,,www.xxxxx.com
02381071,xxx has facilitated yyy,蔡娅思,北京科技大学出版社,2019-08-25,郑州,,www.xxxxx.com
74079896,xxxxx 浅析,蔡娅思,北京印刷学院出版社,2003-07-21,济南,,www.xxxxx.com
75467865,xxxxx 刍议,蔡娅思,南京农业大学出版社,2015-10-07,福州,,www.xxxxx.com
08241468,论 xxxxx 在 xxxxx 中的应用,蔡娅思,南京大学出版社,2020-03-07,南宁,,www.xxxxx.com
12797753,论 xxxx,蔡娅思,人民邮电出版社,2016-06-25,贵阳,,www.xxxxx.com
90965158,xxxxx 浅析,蔡娅思,河北工业大学出版社,2019-12-24,厦门,,www.xxxxx.com
26791684,xxxxx 浅析,蔡娅思,北京大学出版社,1992-10-22,长沙,,www.xxxxx.com
14544519,xxxx 对 yyy 有重大影响,蔡娅思,清华大学出版社,2014-02-24,武汉,,www.xxxxx.com
14677414,xxx has facilitated yyy,蔡娅思,北京外国语大学出版社,2011-06-25,哈尔滨,,www.xxxxx.com
90376686,xxx has facilitated yyy,蔡娅思,南京航空航天大学出版社,2005-06-01,兰州,,www.xxxxx.com
79412806,xxxxx 刍议,蔡娅思,清华大学出版社,1991-04-25,济南,,www.xxxxx.com
70977284,xxxxx 刍议,蔡娅思,北京理工大学出版社,2013-10-12,沈阳,,www.xxxxx.com
21015663,论 xxxx,蔡娅思,北京印刷学院出版社,1995-04-25,兰州,,www.xxxxx.com
42201531,xxxxx 刍议,蔡娅思,北京科技大学出版社,2021-08-25,郑州,,www.xxxxx.com
30822708,xxx 在 zzz 时促进了 yyy,蔡娅思,人民教育出版社,1995-02-07,济南,,www.xxxxx.com
56345848,xxx improves yyy,周幻丝,北京师范大学出版社,2020-04-12,广州,,www.xxxxx.com
09255676,xxx 在 zzz 时促进了 yyy,周幻丝,人民邮电出版社,2018-12-28,厦门,,www.xxxxx.com
48721482,xxx 在 zzz 时促进了 yyy,周幻丝,河北科技大学出版社,2019-04-05,长沙,,www.xxxxx.com
56909326,xxxx 对 yyy 有重大影响,周幻丝,北京印刷学院出版社,2011-09-03,郑州,,www.xxxxx.com
12696970,论 xxxxx 在 xxxxx 中的应用,周幻丝,北京邮电大学出版社,2008-09-17,长沙,,www.xxxxx.com
00296991,论 xxxxx 在 xxxxx 中的应用,周幻丝,河北人民出版社,2015-01-28,南昌,,www.xxxxx.com
31006311,xxx has facilitated yyy,周幻丝,河北师范大学出版社,1994-06-23,杭州,,www.xxxxx.com
60737465,xxxxx 浅析,周幻丝,河北工业大学出版社,2020-09-14,太原,,www.xxxxx.com
89959579,xxx has facilitated yyy,周幻丝,南京理工大学出版社,2019-12-07,太原,,www.xxxxx.com
69513557,xxx improves yyy,周幻丝,南京大学出版社,1997-11-14,哈尔滨,,www.xxxxx.com
51006468,xxx has facilitated yyy,周幻丝,河北工业大学出版社,2022-04-08,南昌,,www.xxxxx.com
49068789,xxxxx 刍议,周幻丝,人民音乐出版社,2008-07-06,石家庄,,www.xxxxx.com
11286134,论 xxxx,周幻丝,河北农业大学出版社,1998-06-16,武汉,,www.xxxxx.com
86089819,xxxxx 小议,周幻丝,清华大学出版社,2013-03-14,长春,,www.xxxxx.com
83177536,xxx improves yyy,周幻丝,北京理工大学出版社,2023-11-25,贵阳,,www.xxxxx.com
54086792,论 xxxx,周幻丝,南京农业大学出版社,1994-04-26,上海,,www.xxxxx.com
12088183,xxx has facilitated yyy,周幻丝,人民教育出版社,2020-09-10,太原,,www.xxxxx.com
38199919,论 xxxx,周幻丝,北京外国语大学出版社,2011-03-09,南京,,www.xxxxx.com
53043869,xxxx 对 yyy 有重大影响,周幻丝,北京印刷学院出版社,2005-06-25,西安,,www.xxxxx.com
68284448,论 xxxxx 在 xxxxx 中的应用,周幻丝,北京体育大学出版社,1995-07-11,北京,,www.xxxxx.com
42783413,xxx has facilitated yyy,孙葛菲,北京印刷学院出版社,2019-11-22,海口,,www.xxxxx.com
52749403,xxxxx 刍议,孙葛菲,南京航空航天大学出版社,1998-05-04,广州,,www.xxxxx.com
43764508,xxxxx 刍议,孙葛菲,河北师范大学出版社,2000-07-12,厦门,,www.xxxxx.com
97004946,xxxxx 浅析,孙葛菲,清华大学出版社,2005-12-16,海口,,www.xxxxx.com
35982930,论 xxxx,孙葛菲,北京邮电大学出版社,2013-12-25,哈尔滨,,www.xxxxx.com
49424530,xxx has facilitated yyy,孙葛菲,北京师范大学出版社,1998-06-13,苏州,,www.xxxxx.com
95425957,论 xxxxx 在 xxxxx 中的应用,孙葛菲,南京农业大学出版社,1990-04-03,合肥,,www.xxxxx.com
28277319,xxx improves yyy,孙葛菲,北京师范大学出版社,2016-10-12,南昌,,www.xxxxx.com
65096831,xxxxx 浅析,孙葛菲,南京农业大学出版社,2018-11-02,长春,,www.xxxxx.com
49842609,xxxxx 刍议,孙葛菲,清华大学出版社,1991-08-17,西安,,www.xxxxx.com
80834913,xxxxx 浅析,孙葛菲,北京理工大学出版社,2005-09-13,长春,,www.xxxxx.com
91851859,论 xxxx,孙葛菲,人民音乐出版社,2005-06-11,重庆,,www.xxxxx.com
56685354,xxx improves yyy,孙葛菲,南京农业大学出版社,2022-09-21,上海,,www.xxxxx.com
76329796,xxx improves yyy,孙葛菲,北京印刷学院出版社,2010-03-28,石家庄,,www.xxxxx.com
65631742,xxx 在 zzz 时促进了 yyy,孙葛菲,人民教育出版社,2016-10-20,天津,,www.xxxxx.com
72203999,xxxxx 浅析,孙葛菲,清华大学出版社,2015-07-04,武汉,,www.xxxxx.com
99965037,论 xxxxx 在 xxxxx 中的应用,孙葛菲,清华大学出版社,2004-02-15,西宁,,www.xxxxx.com
86504022,论 xxxx,孙葛菲,人民教育出版社,1996-11-13,青岛,,www.xxxxx.com
53113750,论 xxxxx 在 xxxxx 中的应用,孙葛菲,清华大学出版社,1995-02-08,上海,,www.xxxxx.com
88424592,xxxx 对 yyy 有重大影响,孙葛菲,河北农业大学出版社,2007-01-19,苏州,,www.xxxxx.com
46455552,论 xxxx,彭映雪,商务印书馆,1991-06-15,厦门,,www.xxxxx.com
12265169,论 xxxx,彭映雪,北京大学出版社,2003-03-18,沈阳,,www.xxxxx.com
23859308,xxx 在 zzz 时促进了 yyy,彭映雪,南京大学出版社,2007-02-24,太原,,www.xxxxx.com
12978611,xxxx 对 yyy 有重大影响,彭映雪,河北科技大学出版社,2006-10-27,郑州,,www.xxxxx.com
58831255,xxxx 对 yyy 有重大影响,彭映雪,北京印刷学院出版社,1997-02-24,广州,,www.xxxxx.com
19766518,xxxxx 刍议,彭映雪,河北师范大学出版社,1993-03-08,南昌,,www.xxxxx.com
57080910,论 xxxxx 在 xxxxx 中的应用,彭映雪,河北人民出版社,2011-07-12,广州,,www.xxxxx.com
75667620,xxx 在 zzz 时促进了 yyy,彭映雪,河北工业大学出版社,2007-07-24,兰州,,www.xxxxx.com
44426028,论 xxxx,彭映雪,河北科技大学出版社,2023-10-22,广州,,www.xxxxx.com
36512859,xxx has facilitated yyy,彭映雪,苏州大学出版社,2002-12-08,南京,,www.xxxxx.com
81602012,xxxx 对 yyy 有重大影响,彭映雪,北京航空航天大学出版社,2021-02-08,青岛,,www.xxxxx.com
70632863,xxx improves yyy,彭映雪,河北工业大学出版社,2015-10-26,上海,,www.xxxxx.com
24533065,xxxxx 小议,彭映雪,河北人民出版社,2003-10-16,哈尔滨,,www.xxxxx.com
60605540,xxx improves yyy,彭映雪,北京外国语大学出版社,2001-04-05,上海,,www.xxxxx.com
93731222,论 xxxxx 在 xxxxx 中的应用,彭映雪,人民教育出版社,2013-05-06,兰州,,www.xxxxx.com
21665448,xxx improves yyy,彭映雪,北京大学出版社,2021-04-09,天津,,www.xxxxx.com
16782082,xxx 在 zzz 时促进了 yyy,彭映雪,人民邮电出版社,2010-12-17,厦门,,www.xxxxx.com
40838482,xxxx 对 yyy 有重大影响,彭映雪,河北工业大学出版社,1999-07-06,大连,,www.xxxxx.com
73771528,论 xxxx,彭映雪,人民教育出版社,2018-01-23,沈阳,,www.xxxxx.com
91205524,xxx 在 zzz 时促进了 yyy,彭映雪,河北农业大学出版社,2000-05-12,西安,,www.xxxxx.com
08446510,xxx improves yyy,汤冷亦,人民美术出版社,1999-08-26,南宁,,www.xxxxx.com
25110300,xxx 在 zzz 时促进了 yyy,汤冷亦,北京航空航天大学出版社,2016-03-03,郑州,,www.xxxxx.com
69980831,xxxxx 刍议,汤冷亦,北京师范大学出版社,2018-01-03,哈尔滨,,www.xxxxx.com
59936111,xxxxx 刍议,汤冷亦,北京电子科技学院出版社,2018-10-19,长春,,www.xxxxx.com
82938228,xxx has facilitated yyy,汤冷亦,清华大学出版社,2009-07-22,天津,,www.xxxxx.com
02749220,论 xxxxx 在 xxxxx 中的应用,汤冷亦,南京大学出版社,2006-04-28,大连,,www.xxxxx.com
30277121,论 xxxxx 在 xxxxx 中的应用,汤冷亦,河北科技大学出版社,2006-12-22,合肥,,www.xxxxx.com
88906567,xxx has facilitated yyy,汤冷亦,北京科技大学出版社,1999-08-11,兰州,,www.xxxxx.com
17852352,xxx has facilitated yyy,汤冷亦,北京航空航天大学出版社,2003-06-06,海口,,www.xxxxx.com
26967638,论 xxxx,汤冷亦,河北工业大学出版社,2021-03-04,成都,,www.xxxxx.com
20560602,xxx 在 zzz 时促进了 yyy,汤冷亦,北京大学出版社,2022-11-22,昆明,,www.xxxxx.com
66609817,xxxxx 小议,汤冷亦,北京航空航天大学出版社,2019-08-20,西安,,www.xxxxx.com
28944553,xxxx 对 yyy 有重大影响,汤冷亦,河北医科大学出版社人民文学出版社,2005-11-06,杭州,,www.xxxxx.com
16206255,xxxxx 浅析,汤冷亦,北京大学出版社,2006-06-04,青岛,,www.xxxxx.com
83416062,xxxxx 浅析,汤冷亦,苏州大学出版社,2021-02-18,上海,,www.xxxxx.com
94623286,xxx has facilitated yyy,汤冷亦,商务印书馆,1997-05-10,昆明,,www.xxxxx.com
65142525,论 xxxxx 在 xxxxx 中的应用,汤冷亦,清华大学出版社,2007-02-18,海口,,www.xxxxx.com
05866292,xxx improves yyy,汤冷亦,人民教育出版社,2005-08-10,哈尔滨,,www.xxxxx.com
63828214,xxxxx 刍议,汤冷亦,北京理工大学出版社,2008-06-27,海口,,www.xxxxx.com
92149775,xxxxx 小议,汤冷亦,南京航空航天大学出版社,2012-10-12,深圳,,www.xxxxx.com
12301755,xxx improves yyy,杨美玲,北京外国语大学出版社,2019-04-05,深圳,,www.xxxxx.com
58071593,xxxxx 小议,杨美玲,河北人民出版社,2021-02-09,天津,,www.xxxxx.com
40945733,xxxxx 刍议,杨美玲,人民音乐出版社,2012-04-05,北京,,www.xxxxx.com
60262208,xxx 在 zzz 时促进了 yyy,杨美玲,南京航空航天大学出版社,1999-04-19,广州,,www.xxxxx.com
08092915,xxxxx 刍议,杨美玲,南京理工大学出版社,2021-06-01,昆明,,www.xxxxx.com
10511242,xxx has facilitated yyy,杨美玲,人民音乐出版社,2004-02-18,成都,,www.xxxxx.com
71607935,xxxxx 刍议,杨美玲,河北人民出版社,2021-05-11,成都,,www.xxxxx.com
20960525,论 xxxxx 在 xxxxx 中的应用,杨美玲,北京印刷学院出版社,2022-12-16,南京,,www.xxxxx.com
77096378,xxx improves yyy,杨美玲,人民音乐出版社,2010-12-24,兰州,,www.xxxxx.com
26852015,论 xxxx,杨美玲,人民教育出版社,2001-07-12,长沙,,www.xxxxx.com
75253416,论 xxxxx 在 xxxxx 中的应用,杨美玲,北京大学出版社,2002-01-24,南昌,,www.xxxxx.com
01665816,xxx has facilitated yyy,杨美玲,南京理工大学出版社,1996-09-18,武汉,,www.xxxxx.com
83411934,xxxxx 浅析,杨美玲,北京外国语大学出版社,2017-04-02,武汉,,www.xxxxx.com
53568119,xxxxx 刍议,杨美玲,北京理工大学出版社,2020-09-24,福州,,www.xxxxx.com
22116823,xxxxx 刍议,杨美玲,南京大学出版社,2016-08-19,上海,,www.xxxxx.com
92879994,xxxxx 小议,杨美玲,南京航空航天大学出版社,2016-11-08,哈尔滨,,www.xxxxx.com
66133071,论 xxxxx 在 xxxxx 中的应用,杨美玲,南京大学出版社,2019-04-28,贵阳,,www.xxxxx.com
93355389,论 xxxxx 在 xxxxx 中的应用,杨美玲,苏州大学出版社,2016-09-22,南京,,www.xxxxx.com
21999917,xxx has facilitated yyy,杨美玲,南京大学出版社,2017-07-21,广州,,www.xxxxx.com
02505378,xxxxx 刍议,杨美玲,商务印书馆,2005-04-26,南昌,,www.xxxxx.com
48773473,xxxxx 小议,郭炜婷,北京大学出版社,1992-01-26,昆明,,www.xxxxx.com
23626460,xxxxx 刍议,郭炜婷,人民美术出版社,2021-07-05,南宁,,www.xxxxx.com
09238451,论 xxxx,郭炜婷,清华大学出版社,1997-10-01,兰州,,www.xxxxx.com
09877708,xxx improves yyy,郭炜婷,人民音乐出版社,1996-06-09,南京,,www.xxxxx.com
25969064,xxx 在 zzz 时促进了 yyy,郭炜婷,北京外国语大学出版社,2007-11-10,海口,,www.xxxxx.com
47626710,xxxxx 浅析,郭炜婷,苏州大学出版社,2020-06-11,杭州,,www.xxxxx.com
93926373,xxxx 对 yyy 有重大影响,郭炜婷,北京理工大学出版社,1992-02-12,昆明,,www.xxxxx.com
52786708,xxx 在 zzz 时促进了 yyy,郭炜婷,北京航空航天大学出版社,2003-09-15,成都,,www.xxxxx.com
81417257,xxxx 对 yyy 有重大影响,郭炜婷,人民邮电出版社,1990-08-23,长沙,,www.xxxxx.com
62250193,xxx 在 zzz 时促进了 yyy,郭炜婷,人民音乐出版社,2009-02-14,上海,,www.xxxxx.com
71531712,xxx has facilitated yyy,郭炜婷,北京体育大学出版社,2017-11-20,长沙,,www.xxxxx.com
61911293,xxxxx 刍议,郭炜婷,河北农业大学出版社,2004-03-01,西宁,,www.xxxxx.com
62400616,xxxxx 刍议,郭炜婷,人民美术出版社,1990-10-14,长春,,www.xxxxx.com
37516205,xxxxx 刍议,郭炜婷,河北科技大学出版社,2013-08-02,济南,,www.xxxxx.com
53417656,xxx improves yyy,郭炜婷,河北科技大学出版社,2012-12-06,昆明,,www.xxxxx.com
93599948,xxx 在 zzz 时促进了 yyy,郭炜婷,南京理工大学出版社,2020-06-28,昆明,,www.xxxxx.com
39097137,xxxx 对 yyy 有重大影响,郭炜婷,河北工业大学出版社,2017-11-21,沈阳,,www.xxxxx.com
29547219,xxx has facilitated yyy,郭炜婷,南京大学出版社,2010-03-04,合肥,,www.xxxxx.com
09825479,xxx 在 zzz 时促进了 yyy,郭炜婷,河北人民出版社,2004-02-08,重庆,,www.xxxxx.com
97589430,xxxx 对 yyy 有重大影响,郭炜婷,河北师范大学出版社,2015-09-15,兰州,,www.xxxxx.com
91191159,xxxx 对 yyy 有重大影响,袁千秋,北京邮电大学出版社,2021-09-15,南宁,,www.xxxxx.com
99164293,xxx has facilitated yyy,袁千秋,清华大学出版社,2020-10-27,苏州,,www.xxxxx.com
67810420,xxxxx 小议,袁千秋,河北工业大学出版社,2021-03-03,杭州,,www.xxxxx.com
45832617,xxx 在 zzz 时促进了 yyy,袁千秋,南京航空航天大学出版社,2020-01-23,重庆,,www.xxxxx.com
54696857,xxx improves yyy,袁千秋,清华大学出版社,1990-12-28,武汉,,www.xxxxx.com
59916877,论 xxxxx 在 xxxxx 中的应用,袁千秋,河北农业大学出版社,2015-02-22,西安,,www.xxxxx.com
54644114,xxxxx 浅析,袁千秋,人民邮电出版社,2016-10-20,大连,,www.xxxxx.com
39522420,论 xxxxx 在 xxxxx 中的应用,袁千秋,河北师范大学出版社,2000-09-21,海口,,www.xxxxx.com
58239605,xxxx 对 yyy 有重大影响,袁千秋,河北医科大学出版社人民文学出版社,1995-11-19,长春,,www.xxxxx.com
78612122,xxxxx 刍议,袁千秋,北京科技大学出版社,2016-10-05,石家庄,,www.xxxxx.com
75447678,论 xxxx,袁千秋,河北人民出版社,2020-09-02,厦门,,www.xxxxx.com
42611132,论 xxxxx 在 xxxxx 中的应用,袁千秋,南京理工大学出版社,1996-11-19,上海,,www.xxxxx.com
17977572,论 xxxx,袁千秋,清华大学出版社,1993-11-09,哈尔滨,,www.xxxxx.com
17518702,论 xxxx,袁千秋,人民美术出版社,2016-04-13,南宁,,www.xxxxx.com
65101307,论 xxxx,袁千秋,北京语言大学出版社,2009-11-05,沈阳,,www.xxxxx.com
27017700,xxxx 对 yyy 有重大影响,袁千秋,南京农业大学出版社,2005-01-21,深圳,,www.xxxxx.com
62001146,xxxxx 浅析,袁千秋,北京师范大学出版社,2013-08-10,南宁,,www.xxxxx.com
58388358,xxx improves yyy,袁千秋,人民邮电出版社,2011-07-07,厦门,,www.xxxxx.com
04385888,xxx 在 zzz 时促进了 yyy,袁千秋,北京邮电大学出版社,2015-04-03,西安,,www.xxxxx.com
73434057,xxxxx 刍议,袁千秋,南京农业大学出版社,2005-07-05,上海,,www.xxxxx.com
70968096,xxxxx 刍议,宋水香,清华大学出版社,2011-07-05,福州,,www.xxxxx.com
57692530,论 xxxxx 在 xxxxx 中的应用,宋水香,商务印书馆,1993-02-18,长春,,www.xxxxx.com
56033272,论 xxxxx 在 xxxxx 中的应用,宋水香,北京语言大学出版社,2016-07-27,哈尔滨,,www.xxxxx.com
57643706,论 xxxx,宋水香,人民音乐出版社,1994-08-02,长沙,,www.xxxxx.com
99989640,xxxx 对 yyy 有重大影响,宋水香,北京大学出版社,2009-10-17,昆明,,www.xxxxx.com
50425321,xxxxx 小议,宋水香,北京航空航天大学出版社,2015-01-23,合肥,,www.xxxxx.com
12001182,论 xxxx,宋水香,北京印刷学院出版社,2011-12-16,苏州,,www.xxxxx.com
75219732,xxxxx 浅析,宋水香,南京航空航天大学出版社,2007-12-09,杭州,,www.xxxxx.com
87978912,论 xxxxx 在 xxxxx 中的应用,宋水香,北京航空航天大学出版社,1991-12-20,哈尔滨,,www.xxxxx.com
67076403,xxxxx 小议,宋水香,北京理工大学出版社,1990-11-28,成都,,www.xxxxx.com
85294513,xxxxx 浅析,宋水香,北京体育大学出版社,2007-07-12,南昌,,www.xxxxx.com
08877284,xxxxx 刍议,宋水香,北京外国语大学出版社,1995-05-12,上海,,www.xxxxx.com
98592683,论 xxxxx 在 xxxxx 中的应用,宋水香,人民音乐出版社,2004-07-01,长沙,,www.xxxxx.com
07117914,xxxxx 小议,宋水香,北京理工大学出版社,1996-08-05,济南,,www.xxxxx.com
64982233,xxxxx 小议,宋水香,南京大学出版社,2014-03-14,杭州,,www.xxxxx.com
90836290,xxxxx 浅析,宋水香,南京大学出版社,2019-12-28,成都,,www.xxxxx.com
72099062,xxx 在 zzz 时促进了 yyy,宋水香,北京语言大学出版社,2005-04-08,西安,,www.xxxxx.com
84291352,xxx has facilitated yyy,宋水香,北京师范大学出版社,2001-11-28,南京,,www.xxxxx.com
58081816,xxxxx 小议,宋水香,北京理工大学出版社,1991-09-26,武汉,,www.xxxxx.com
55717166,xxx 在 zzz 时促进了 yyy,宋水香,南京农业大学出版社,2000-09-10,长春,,www.xxxxx.com
65248174,xxxxx 刍议,武香薇,河北农业大学出版社,2010-10-18,福州,,www.xxxxx.com
65544801,xxx improves yyy,武香薇,北京邮电大学出版社,2004-04-06,石家庄,,www.xxxxx.com
54476534,论 xxxx,武香薇,河北师范大学出版社,2018-09-13,南昌,,www.xxxxx.com
69653041,xxx has facilitated yyy,武香薇,河北科技大学出版社,2014-06-06,大连,,www.xxxxx.com
70388706,xxxxx 浅析,武香薇,人民邮电出版社,1990-06-03,哈尔滨,,www.xxxxx.com
22237141,xxxx 对 yyy 有重大影响,武香薇,南京理工大学出版社,2002-06-27,长春,,www.xxxxx.com
72250753,xxxxx 刍议,武香薇,苏州大学出版社,1997-11-12,福州,,www.xxxxx.com
87249565,xxxxx 刍议,武香薇,清华大学出版社,2008-03-08,合肥,,www.xxxxx.com
15094194,xxxx 对 yyy 有重大影响,武香薇,苏州大学出版社,2004-08-07,广州,,www.xxxxx.com
71978994,xxxx 对 yyy 有重大影响,武香薇,北京体育大学出版社,1992-10-24,济南,,www.xxxxx.com
11464848,xxxxx 刍议,武香薇,河北农业大学出版社,1991-07-26,哈尔滨,,www.xxxxx.com
82087739,xxx has facilitated yyy,武香薇,南京农业大学出版社,2019-09-08,深圳,,www.xxxxx.com
84223718,论 xxxx,武香薇,北京大学出版社,2023-07-27,长春,,www.xxxxx.com
44193444,论 xxxx,武香薇,商务印书馆,1991-12-22,西安,,www.xxxxx.com
83216261,xxx has facilitated yyy,武香薇,北京印刷学院出版社,2003-01-03,天津,,www.xxxxx.com
82442517,xxx has facilitated yyy,武香薇,北京邮电大学出版社,2011-05-02,南昌,,www.xxxxx.com
33791243,xxxxx 小议,武香薇,北京科技大学出版社,2000-09-09,重庆,,www.xxxxx.com
03714779,xxx has facilitated yyy,武香薇,北京师范大学出版社,2020-06-15,厦门,,www.xxxxx.com
74783101,xxx has facilitated yyy,武香薇,南京农业大学出版社,1995-11-15,广州,,www.xxxxx.com
30985642,xxx improves yyy,武香薇,清华大学出版社,1993-01-21,郑州,,www.xxxxx.com
72517923,xxx 在 zzz 时促进了 yyy,尹卓逸,河北工业大学出版社,2019-02-28,合肥,,www.xxxxx.com
48608045,xxx has facilitated yyy,尹卓逸,北京外国语大学出版社,1998-12-27,昆明,,www.xxxxx.com
31046040,论 xxxx,尹卓逸,北京师范大学出版社,1995-09-10,贵阳,,www.xxxxx.com
05246638,xxxx 对 yyy 有重大影响,尹卓逸,北京体育大学出版社,2003-08-21,北京,,www.xxxxx.com
79899905,xxx has facilitated yyy,尹卓逸,南京航空航天大学出版社,2021-11-18,重庆,,www.xxxxx.com
97581864,xxxx 对 yyy 有重大影响,尹卓逸,人民教育出版社,1992-01-09,郑州,,www.xxxxx.com
52135665,xxxxx 浅析,尹卓逸,南京大学出版社,2023-01-03,天津,,www.xxxxx.com
66236417,xxx 在 zzz 时促进了 yyy,尹卓逸,北京大学出版社,2000-02-21,杭州,,www.xxxxx.com
84776875,xxxxx 小议,尹卓逸,河北人民出版社,2023-03-05,南京,,www.xxxxx.com
46379520,xxxxx 浅析,尹卓逸,北京语言大学出版社,2016-10-14,深圳,,www.xxxxx.com
05947567,xxx has facilitated yyy,尹卓逸,河北师范大学出版社,1990-01-18,南宁,,www.xxxxx.com
07383815,xxxxx 小议,尹卓逸,北京电子科技学院出版社,2007-02-09,广州,,www.xxxxx.com
30084781,xxxxx 小议,尹卓逸,北京体育大学出版社,2019-02-25,大连,,www.xxxxx.com
30761200,xxxxx 浅析,尹卓逸,南京理工大学出版社,2018-12-22,大连,,www.xxxxx.com
54348720,xxx improves yyy,尹卓逸,人民美术出版社,1994-07-21,南昌,,www.xxxxx.com
25400898,论 xxxxx 在 xxxxx 中的应用,尹卓逸,北京外国语大学出版社,2007-08-10,西安,,www.xxxxx.com
41624766,xxx has facilitated yyy,尹卓逸,人民教育出版社,2018-02-12,苏州,,www.xxxxx.com
92985922,论 xxxx,尹卓逸,南京理工大学出版社,1991-01-23,重庆,,www.xxxxx.com
21379804,论 xxxxx 在 xxxxx 中的应用,尹卓逸,人民音乐出版社,2012-08-08,石家庄,,www.xxxxx.com
86951225,xxxx 对 yyy 有重大影响,尹卓逸,商务印书馆,1996-02-05,大连,,www.xxxxx.com
51364119,xxx has facilitated yyy,赖语风,南京理工大学出版社,2017-04-12,南宁,,www.xxxxx.com
99161521,xxx improves yyy,赖语风,人民邮电出版社,1994-03-14,昆明,,www.xxxxx.com
12692279,论 xxxxx 在 xxxxx 中的应用,赖语风,河北工业大学出版社,1992-04-23,郑州,,www.xxxxx.com
88464887,xxx 在 zzz 时促进了 yyy,赖语风,河北医科大学出版社人民文学出版社,1991-10-19,太原,,www.xxxxx.com
97253953,xxx improves yyy,赖语风,北京邮电大学出版社,2017-12-07,广州,,www.xxxxx.com
40034370,xxx 在 zzz 时促进了 yyy,赖语风,河北人民出版社,2004-05-18,大连,,www.xxxxx.com
85474605,xxxxx 浅析,赖语风,河北农业大学出版社,2015-11-26,沈阳,,www.xxxxx.com
32807168,xxxx 对 yyy 有重大影响,赖语风,河北人民出版社,2002-07-20,杭州,,www.xxxxx.com
91749623,xxxxx 浅析,赖语风,北京理工大学出版社,1999-10-16,兰州,,www.xxxxx.com
27968498,xxx 在 zzz 时促进了 yyy,赖语风,北京理工大学出版社,1997-02-11,哈尔滨,,www.xxxxx.com
42589997,xxx 在 zzz 时促进了 yyy,赖语风,北京大学出版社,2022-10-04,南昌,,www.xxxxx.com
